Date,High,Low,Open,Close,Volume,Adj Close,date,tweet_count,daily_sent,justinsuntron,charliebilello,binance,coinmarketcap,investingcom,huobiglobal,vitalikbuterin,grayscale,scottmelker,bosslogic,MA_10,ADX_2_7,RSI_10,MACD_5_10,MACDsign_5_10,MACDdiff_5_10,Mass Index,vix,gvz
2015-09-11,1.1148899793624878,0.9697800278663636,0.987227976322174,1.0387400388717651,772430.0,1.0387400388717651,2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2057057976722718,0.9308771044776888,0.1281499051338483,-0.061748314042084,-0.0267111075107165,-0.0350372065313674,0.0,23.200000762939453,17.3799991607666
2015-09-14,1.0455399751663208,0.8751890063285828,0.8751890063285828,0.9444100260734558,703390.0,0.9444100260734558,2015-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093494302034378,0.8168487640018247,0.3489248702430107,-0.0799845744382632,-0.0537180010457581,-0.026266573392505,0.0,24.25,17.6299991607666
2015-09-15,0.9526979923248292,0.9016389846801758,0.9419770240783693,0.9071750044822692,615593.0,0.9071750044822692,2015-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546288013458252,0.7986394991199733,0.3489248702430108,-0.0758794609068574,-0.0581538074258656,-0.0177256534809918,20.09842241010463,22.540000915527344,17.690000534057617
2015-09-16,0.9092040061950684,0.8311319947242737,0.9068650007247924,0.8742309808731079,897940.0,0.8742309808731079,2015-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0173869013786316,0.7849826305755117,0.2662029885565689,-0.0740317423146844,-0.0613314084475506,-0.0127003338671338,20.31970003734088,21.350000381469727,18.049999237060547
2015-09-17,0.8881019949913025,0.8339080214500427,0.8745740056037903,0.8536850214004517,484622.0,0.8536850214004517,2015-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978512406349182,0.7164039087301661,0.2662029885565689,-0.0716494625916402,-0.0633960661822152,-0.008253396409425,20.493652981795908,21.139999389648438,16.6299991607666
2015-09-18,0.9118829965591432,0.8337839841842651,0.849602997303009,0.8823909759521484,386988.0,0.8823909759521484,2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9461005091667176,0.758548211220166,0.3445023043434426,-0.0616590091410528,-0.0630485137899831,0.0013895046489303,20.68254064014077,22.280000686645508,16.459999084472656
2015-09-21,0.9193369746208192,0.8652250170707703,0.9193369746208192,0.9017959833145142,487914.0,0.9017959833145142,2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90328049659729,0.5579848357093004,0.4425357134126439,-0.0300169025237705,-0.0494488109334129,0.0194319084096423,21.296085362057305,20.139999389648438,16.59000015258789
2015-09-22,0.9089099764823914,0.8851360082626343,0.9035599827766418,0.8934059739112854,200541.0,0.8934059739112854,2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899020791053772,0.6637023753554292,0.4425357134126439,-0.0269626129824395,-0.0449508239869465,0.0179882110045069,21.447341594898614,22.440000534057617,17.350000381469727
2015-09-23,0.9085710048675536,0.7934600114822388,0.8967959880828857,0.8136100172996521,842505.0,0.8136100172996521,2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892819595336914,0.7464377498319489,0.2431379344779554,-0.0357520555832818,-0.0431108257284938,0.0073587701452119,21.615752692289327,22.1299991607666,17.34000015258789
2015-09-24,0.8256649971008301,0.7127450108528137,0.8200309872627258,0.7362229824066162,903457.0,0.7362229824066162,2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8720008909702301,0.8086014688268253,0.163744141344597,-0.0501041931940979,-0.0445096479699094,-0.0055945452241885,21.781557559117783,23.469999313354492,19.260000228881836
2015-09-25,0.7875440120697021,0.7093279957771301,0.7376300096511841,0.7859640121459961,369620.0,0.7859640121459961,2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8598797917366028,0.7477491709245497,0.1610235331848076,-0.0473598154926956,-0.0450797299716798,-0.0022800855210157,21.998738768241093,23.6200008392334,18.329999923706055
2015-09-28,0.6758300065994263,0.5583459734916687,0.5794140100479126,0.6611459851264954,913992.0,0.6611459851264954,2015-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7953361928462982,0.7852963608251337,0.0832890711739022,-0.0685316546211667,-0.0553228093444713,-0.0132088452766953,22.96226097869815,27.6299991607666,18.280000686645508
2015-09-29,0.7467219829559326,0.6358609795570374,0.661191999912262,0.738644003868103,619926.0,0.738644003868103,2015-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753560960292816,0.7355944603391086,0.3208030633994617,-0.0498950421754418,-0.0542372180833309,0.0043421759078891,23.345709507564628,26.829999923706055,17.670000076293945
2015-09-30,0.7343069911003113,0.6559060215950012,0.7343069911003113,0.690214991569519,596084.0,0.690214991569519,2015-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7524728953838349,0.6524513548915168,0.3208030633994617,-0.0440432882027365,-0.0521983752725695,0.008155087069833,23.648459447138865,24.5,17.469999313354492
2015-10-01,0.6911200284957886,0.654604971408844,0.6837319731712341,0.6785740256309509,219318.0,0.6785740256309509,2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7301506996154785,0.7137046597951787,0.3185404068469093,-0.039945891647406,-0.049747823898415,0.0098019322510089,23.83504861679424,22.549999237060547,16.899999618530273
2015-10-02,0.7092040181159973,0.6754819750785828,0.6787829995155334,0.6871709823608398,163326.0,0.6871709823608398,2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7095272004604339,0.6286617872660095,0.3914563115922533,-0.0339874291438772,-0.0465956887115365,0.0126082595676593,23.956792048863285,20.940000534057617,16.709999084472656
2015-10-05,0.6539440155029297,0.6062300205230713,0.6222180128097534,0.6506450176239014,262674.0,0.6506450176239014,2015-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707141995429993,0.8110335124545577,0.241021593181532,-0.0303886762702866,-0.0394564653494095,0.0090677890791229,23.75385665197876,19.540000915527344,16.68000030517578
2015-10-06,0.6563010215759277,0.6024230122566223,0.6505150198936462,0.609387993812561,218327.0,0.609387993812561,2015-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595690965652465,0.8555003464201757,0.2337861705618011,-0.0326691815884131,-0.0380989986775114,0.0054298170890983,23.463019827832877,19.399999618530273,17.540000915527344
2015-10-07,0.6331380009651184,0.5919709801673889,0.6095010042190552,0.6217160224914551,310266.0,0.6217160224914551,2015-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6634521007537841,0.8520173693378396,0.2123912059929046,-0.0300652671310714,-0.0364922429751191,0.0064269758440476,23.14946160554098,18.399999618530273,17.1299991607666
2015-10-08,0.692296028137207,0.6321160197257996,0.6550840139389038,0.6506279706954956,386420.0,0.6506279706954956,2015-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624002993106842,0.7272041074148611,0.5177145620038884,-0.0224422283540083,-0.033682226908999,0.0112399985549907,22.96743336933711,17.420000076293945,16.90999984741211
2015-10-09,0.6490219831466675,0.6243739724159241,0.6411870121955872,0.6278570294380188,141555.0,0.6278570294380188,2015-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6513216018676757,0.5867872570747661,0.4874868883995514,-0.0203742057859995,-0.0310206127261182,0.0106464069401186,22.653530916574727,17.079999923706055,16.920000076293945
2015-10-12,0.6302400231361389,0.5992140173912048,0.6279429793357849,0.6076549887657166,303044.0,0.6076549887657166,2015-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632590401172638,0.7062789339076447,0.4252074479592014,-0.0163925302823568,-0.0237904185930099,0.007397888310653,22.102209731838368,16.170000076293945,16.239999771118164
2015-10-13,0.6122400164604187,0.4839740097522735,0.6122400164604187,0.5229679942131042,971664.0,0.5229679942131042,2015-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6180492997169494,0.7707379042885768,0.1942324628404495,-0.0287795226548794,-0.0247882409345421,-0.0039912817203373,22.296823218594987,17.670000076293945,17.139999389648438
2015-10-14,0.5727139711380005,0.5147299766540527,0.523277997970581,0.5618780255317688,371022.0,0.5618780255317688,2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6113728046417236,0.8190821319842376,0.1942324628404495,-0.0278963967197022,-0.0254098728536926,-0.0024865238660095,22.48209751756425,18.030000686645508,18.350000381469727
2015-10-15,0.5688610076904297,0.5225329995155334,0.5625929832458496,0.5364949703216553,249891.0,0.5364949703216553,2015-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599957799911499,0.8553403027053367,0.1942324628404494,-0.0295699153912593,-0.0262418821772383,-0.0033280332140209,22.61407464031054,16.049999237060547,17.899999618530273
2015-10-16,0.5634599924087524,0.5269610285758972,0.5341169834136963,0.5471779704093933,313860.0,0.5471779704093933,2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5937367975711823,0.8906087735087441,0.1942324628404494,-0.0270719923043838,-0.0264079043329347,-0.0006640879714491,22.72159663458493,15.050000190734863,16.59000015258789
2015-10-19,0.5018979907035828,0.4316479861736297,0.4896290004253387,0.4348289966583252,383921.0,0.4348289966583252,2015-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478743940591813,0.953744010761266,0.0832408107027999,-0.0400854668093222,-0.0303014021585518,-0.0097840646507704,22.909655907274256,14.979999542236328,16.940000534057617
2015-10-20,0.4829879999160766,0.4208970069885254,0.4315890073776245,0.4473290145397186,609085.0,0.4473290145397186,2015-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291109979152679,0.9297785069705388,0.0764739381487677,-0.0402009113873245,-0.0322813046406225,-0.007919606746702,22.96636866045623,15.75,16.790000915527344
2015-10-21,0.6194660067558289,0.4209910035133362,0.4449880123138428,0.5677019953727722,924822.0,0.5677019953727722,2015-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5232781946659089,0.9118043791319616,0.5915940899354232,-0.0195891361072257,-0.029742870281286,0.0101537341740602,23.42611419012712,16.700000762939453,15.899999618530273
2015-10-22,0.6117429733276367,0.5042840242385864,0.5663700103759766,0.5396569967269897,878822.0,0.5396569967269897,2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5164783954620361,0.8983237832555425,0.5915940899354232,-0.0114083706319567,-0.0260759695971825,0.0146675989652257,23.663305564124475,14.449999809265137,15.59000015258789
2015-10-23,0.5773959755897522,0.5186880230903625,0.5396810173988342,0.5635899901390076,258356.0,0.5635899901390076,2015-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5205405950546265,0.9220795974635378,0.5915940899354232,-0.0026285079613183,-0.0213864764983514,0.0187579685370331,23.739234715836307,14.460000038146973,15.59000015258789
2015-10-26,0.7575169801712036,0.5970979928970337,0.6197429895401001,0.7313169836997986,1089120.0,0.7313169836997986,2015-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454388916492462,0.955600958323912,0.8339132993011359,0.0341444796521125,-0.0052157870228112,0.0393602666749237,24.15577840833664,15.289999961853027,15.779999732971191
2015-10-27,0.8981720209121704,0.7088900208473206,0.7088900208473206,0.8696410059928894,1846370.0,0.8696410059928894,2015-10-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5776851952075959,0.9666676469577344,0.8985789666095816,0.0660575839649901,0.009038888375703,0.0570186955892871,24.6146844697456,15.430000305175781,15.300000190734863
2015-10-28,1.0557899475097656,0.8078569769859314,0.8709380030632019,1.0024800300598145,2373050.0,1.0024800300598145,2015-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261597990989685,0.9749900340176582,0.9338527044770898,0.0995883652722414,0.0271487849756153,0.0724395802966261,25.24396909677402,14.329999923706055,15.630000114440918
2015-10-29,1.2066600322723389,0.9473739862442015,1.0052499771118164,1.2066600322723389,2279240.0,1.2066600322723389,2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6979244023561477,0.9812387856802692,0.9529831373703408,0.1427785860341074,0.0502747464342631,0.0925038395998442,25.946794232011968,14.609999656677246,15.770000457763672
2015-10-30,1.3450499773025513,0.9681599736213684,1.2092000246047974,1.04121994972229,2429200.0,1.04121994972229,2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7585634976625443,0.7411885648272805,0.964495164174576,0.1326169626193895,0.0667431903816697,0.0658737722377197,26.743699592511664,15.069999694824219,15.390000343322754
2015-11-02,1.0997899770736694,0.9536470174789428,1.0579700469970703,0.9897890090942384,1145200.0,0.9897890090942384,2015-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8993032991886138,0.5369275025252866,0.8568744107106847,0.0800868615714208,0.0786025380981603,0.0014843234732605,28.11082999539985,14.149999618530273,15.279999732971191
2015-11-03,1.0704400539398191,0.936614990234375,0.9945679903030396,1.0133600234985352,1907690.0,1.0133600234985352,2015-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9442803025245666,0.6432426754747527,0.8139552051186953,0.0693327165168665,0.0767485737491448,-0.0074158572322782,28.33191730106704,14.539999961853027,17.190000534057617
2015-11-04,1.0387200117111206,0.7256649732589722,1.0106500387191772,0.8990499973297119,3060340.0,0.8990499973297119,2015-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9725814044475556,0.7229790551863812,0.4629415277815451,0.0419451357575776,0.0697878860524436,-0.0278427502948659,28.721205426890517,15.510000228881836,18.020000457763672
2015-11-05,0.991258978843689,0.8603820204734802,0.9006990194320679,0.8956369757652283,1179840.0,0.8956369757652283,2015-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890134036540984,0.7849773972582557,0.4629415277815452,0.023947201431582,0.0606197490245996,-0.0366725475930176,29.05295053099498,15.050000190734863,17.81999969482422
2015-11-06,0.989848017692566,0.8529289960861206,0.9047719836235046,0.92603200674057,913666.0,0.92603200674057,2015-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946525037288666,0.831476153812007,0.4526393469878693,0.0172841084740171,0.0519526208360781,-0.0346685123620609,29.320412685527497,14.329999923706055,17.360000610351562
2015-11-09,1.1064200401306152,0.9452630281448364,1.0325299501419067,0.9992780089378356,2045290.0,0.9992780089378356,2015-11-09,1.0,0.4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650887012481688,0.7053443293006495,0.695656137151108,0.0255133851158341,0.0373206273853712,-0.0118072422695371,29.185861323942564,16.520000457763672,17.549999237060547
2015-11-10,1.0530400276184082,0.9209679961204528,1.0012600421905518,0.9343479871749878,854581.0,0.9343479871749878,2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9668608009815216,0.7517747378407764,0.6382121344683689,0.0145201705421671,0.0327605359998337,-0.0182403654576665,29.092938723071,15.289999961853027,17.360000610351562
2015-11-11,0.945277988910675,0.7297750115394592,0.9412959814071656,0.791828989982605,1278580.0,0.791828989982605,2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404766976833344,0.7865975442458443,0.355699461855715,-0.0139499260142524,0.0234184435693239,-0.0373683695835764,29.14053110733944,16.059999465942383,17.889999389648438
2015-11-12,0.9139189720153807,0.76350998878479,0.7964550256729126,0.8957110047340393,806156.0,0.8957110047340393,2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310688972473145,0.7529672511406198,0.355699461855715,-0.0128939203783565,0.0161559707625654,-0.029049891140922,29.2046399259836,18.3700008392334,18.469999313354492
2015-11-13,0.9173089861869812,0.8460230231285095,0.907721996307373,0.9040960073471068,543671.0,0.9040960073471068,2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9201424956321717,0.7277445313117128,0.3631661655596634,-0.0102660126465146,0.0108715740707242,-0.0211375867172388,29.19362932208363,20.079999923706055,18.290000915527344
2015-11-16,0.9447320103645324,0.8919709920883179,0.9061660170555116,0.928961992263794,620945.0,0.928961992263794,2015-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9204847991466524,0.8355925980759985,0.4795242625503821,-0.0017786611971996,0.0026839393034738,-0.0044626005006734,28.002742576171894,18.15999984741211,18.5
2015-11-17,1.0329500436782837,0.9057940244674684,0.92494797706604,1.0079799890518188,1145440.0,1.0079799890518188,2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9284853994846344,0.8752987510598147,0.6642115762664098,0.0133514592914055,0.004817443302718,0.0085340159886875,27.4427495950539,18.84000015258789,20.170000076293945
