Date,High,Low,Open,Close,Volume,Adj Close,date,tweet_count,daily_sent,narendramodi,amitshah,eos,brendanblumer,ryangirdusky,sentedcruz,elienyc,binance,whcos,yamiche,MA_10,ADX_2_7,RSI_10,MACD_5_10,MACDsign_5_10,MACDdiff_5_10,Mass Index,vix,gvz
2017-06-30,1.0717600584030151,0.9895660281181335,1.0313400030136108,1.0066900253295898,13613000.0,1.0066900253295898,2017-06-30,16.0,0.510875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.180000305175781,11.0
2017-07-03,4.191239833831787,2.9334499835968018,4.098010063171387,3.371999979019165,218559008.0,3.371999979019165,2017-07-03,32.0,0.1834999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.220000267028809,11.930000305175781
2017-07-05,3.8674700260162354,3.0078299045562744,3.014260053634644,3.361330032348633,177463008.0,3.361330032348633,2017-07-05,28.0,0.3969142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.069999694824219,11.880000114440918
2017-07-06,3.351170063018799,2.713239908218384,3.351170063018799,2.801110029220581,96596496.0,2.801110029220581,2017-07-06,32.0,0.0890875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.539999961853027,11.720000267028809
2017-07-07,2.896960020065308,2.085129976272583,2.824680089950561,2.586899995803833,151162000.0,2.586899995803833,2017-07-07,20.0,0.3168799999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7298309413490371,0.0,0.0,0.0,0.0,0.0,11.1899995803833,12.539999961853027
2017-07-10,1.8232500553131104,1.419029951095581,1.7854299545288086,1.6558200120925903,111023000.0,1.6558200120925903,2017-07-10,20.0,0.0922799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7701950073242188,0.6910580990387634,0.4309467300608515,-0.2478560041123576,0.0,0.0,0.0,11.109999656677246,12.220000267028809
2017-07-11,2.0914299488067627,1.537950038909912,1.6445800065994265,2.073280096054077,104621000.0,2.073280096054077,2017-07-11,24.0,0.3567333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.706518006324768,0.6180455364883338,0.506082476873107,-0.2084007467905708,0.0,0.0,0.0,10.890000343322754,12.300000190734863
2017-07-12,2.131799936294556,1.7105900049209597,2.084980010986328,1.7407699823379517,51203900.0,1.7407699823379517,2017-07-12,32.0,0.2896249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47193101644516,0.619610362919957,0.5177965142706917,-0.2204609721852068,0.0,0.0,0.0,10.300000190734863,11.5600004196167
2017-07-13,1.76882004737854,1.5414700508117676,1.7338600158691406,1.5455299615859983,41025200.0,1.5455299615859983,2017-07-13,28.0,0.3764428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.289284014701843,0.693578252641304,0.4617273382031061,-0.2411183687923712,0.0,0.0,0.0,9.899999618530273,11.289999961853027
2017-07-14,1.5534900426864624,1.3028099536895752,1.5534900426864624,1.3028099536895752,34208800.0,1.3028099536895752,2017-07-14,20.0,0.28552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.119242000579834,0.760542015535662,0.3890631695968054,-0.2723651381467511,0.0,0.0,0.0,9.510000228881836,11.109999656677246
2017-07-17,1.7544599771499634,1.4760899543762207,1.543470025062561,1.6968599557876587,58108000.0,1.6968599557876587,2017-07-17,48.0,0.113525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6934099912643432,0.7672829589121438,0.5405959896149739,-0.1589033513829418,-0.2233357773167785,0.0644324259338366,0.0,9.819999694824219,11.079999923706055
2017-07-18,1.787690043449402,1.5380100011825562,1.6997300386428833,1.5587600469589231,55057600.0,1.5587600469589231,2017-07-18,24.0,0.2996833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6200630068778992,0.7938977792584896,0.5547779415753256,-0.1334470579970019,-0.2031954861561531,0.0697484281591512,0.0,9.890000343322754,11.140000343322754
2017-07-19,1.7641700506210327,1.5665099620819092,1.5665099620819092,1.744920015335083,45949800.0,1.744920015335083,2017-07-19,16.0,0.0310249999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6112910032272338,0.8439540919446662,0.5547779415753256,-0.0838733084356839,-0.1770884754702104,0.0932151670345264,0.0,9.789999961853027,11.079999923706055
2017-07-20,2.0161099433898926,1.7272100448608398,1.755210041999817,1.8198699951171875,58164900.0,1.8198699951171875,2017-07-20,16.0,-0.187075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6276960015296935,0.8814034340247959,0.6701151985968808,-0.0405993314625909,-0.1477763314710542,0.1071770000084632,0.0,9.579999923706055,10.850000381469727
2017-07-21,1.997480034828186,1.814890027046204,1.8153300285339355,1.9584200382232664,41809000.0,1.9584200382232664,2017-07-21,12.0,0.4312333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6162099957466125,0.910827643185405,0.670115198596881,0.0061510438414473,-0.1151999509498583,0.1213509947913057,0.0,9.359999656677246,11.220000267028809
2017-07-24,1.893309950828552,1.552209973335266,1.8775500059127808,1.648069977760315,42547000.0,1.648069977760315,2017-07-24,12.0,0.4587666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960390090942383,0.9196411980166768,0.4846038141207716,-0.0082347679437153,-0.0528676160104435,0.0446328480667282,0.0,9.430000305175781,11.800000190734863
2017-07-25,1.7358100414276123,1.4730099439620972,1.643630027770996,1.7358100414276123,48693200.0,1.7358100414276123,2017-07-25,32.0,0.0876375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.744212007522583,0.8479336749730793,0.4319762815715228,-0.0119490921474392,-0.0444953853637389,0.0325462932162997,0.0,9.430000305175781,12.069999694824219
2017-07-26,1.9826099872589111,1.7297600507736206,1.7488399744033811,1.9525599479675293,69371696.0,1.9525599479675293,2017-07-26,36.0,0.2492666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7854600071907043,0.8135223141910278,0.5981764500805987,0.0194158566198836,-0.0314786482778561,0.0508945048977398,0.0,9.600000381469727,11.630000114440918
2017-07-27,2.009740114212036,1.8459299802780151,1.9630099534988403,1.8459299802780151,64730400.0,1.8459299802780151,2017-07-27,24.0,0.1126333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80036700963974,0.7793728025520528,0.6133753269512053,0.0192607802700954,-0.0211823776707637,0.0404431579408592,0.0,10.109999656677246,11.239999771118164
2017-07-28,1.8378000259399407,1.6616300344467163,1.8313299417495728,1.833080053329468,44021100.0,1.833080053329468,2017-07-28,48.0,0.1057416666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8277990102767945,0.7266777701803606,0.4667821112197208,0.0160687569345192,-0.0136452536257634,0.0297140105602826,0.0,10.289999961853027,11.4399995803833
2017-07-31,1.805590033531189,1.6770700216293335,1.7464699745178225,1.7811599969863892,39175500.0,1.7811599969863892,2017-07-31,24.0,0.2859833333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8057780027389527,0.5722455390633497,0.435183482610176,-0.0068842070364536,-0.0086938814768131,0.0018096744403595,0.0,10.260000228881836,11.609999656677246
2017-08-01,1.818600058555603,1.7589800357818604,1.7815200090408323,1.7784099578857422,28880800.0,1.7784099578857422,2017-08-01,36.0,0.3302777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7971109986305236,0.5731170793579321,0.4540129141977223,-0.00693815657599,-0.0083410703934135,0.0014029138174234,0.0,10.09000015258789,11.279999732971191
2017-08-02,1.811769962310791,1.7464499473571775,1.7765300273895264,1.803979992866516,25878000.0,1.803979992866516,2017-08-02,24.0,0.2905166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7900839924812315,0.6171292370461362,0.4368691046493167,-0.002677888907949,-0.0072041388905426,0.0045262499825935,0.0,10.279999732971191,11.239999771118164
2017-08-03,1.849550008773804,1.7987799644470217,1.8023500442504885,1.8053900003433228,34183300.0,1.8053900003433228,2017-08-03,24.0,0.2188333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8058159947395325,0.7062585639553887,0.5056589496262768,2.1590202427201888e-05,-0.0057546121461799,0.0057762023486071,0.0,10.4399995803833,11.3100004196167
2017-08-04,1.9770300388336184,1.763569951057434,1.8016300201416016,1.9093199968338013,52324800.0,1.9093199968338013,2017-08-04,56.0,0.0899071428571428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8231669902801515,0.5502842397350038,0.6712686938364865,0.0172259225210886,-0.0011473655740494,0.0183732880951381,0.0,10.029999732971191,10.869999885559082
2017-08-07,2.044440031051636,1.789389967918396,1.8109899759292605,1.881100058555603,76270800.0,1.881100058555603,2017-08-07,52.0,0.1433461538461538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8025069952011108,0.6770028563736085,0.7641528702180501,0.0122079793888012,0.0018441906516231,0.010363788737178,0.0,9.930000305175781,10.729999542236328
2017-08-08,1.948169946670532,1.80991005897522,1.882560014724732,1.8285599946975708,36813700.0,1.8285599946975708,2017-08-08,48.0,0.185775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8071429967880248,0.7351185858040822,0.7641528702180503,0.009877564570458,0.0034524581864103,0.0064251063840477,0.0,10.960000038146973,11.100000381469727
2017-08-09,1.8884600400924685,1.825219988822937,1.8325899839401243,1.825219988822937,43519300.0,1.825219988822937,2017-08-09,20.0,0.34998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.815700995922089,0.7369320612841276,0.7641528702180502,0.0075018878737596,0.0042629862904036,0.0032389015833559,19.812704551803925,11.109999656677246,12.3100004196167
2017-08-10,1.8664000034332275,1.7705199718475342,1.830440044403076,1.7859899997711182,49178400.0,1.7859899997711182,2017-08-10,16.0,-0.074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8161839962005613,0.7926607175091924,0.6288236061471963,-0.0001909749640214,0.0033716290747639,-0.0035626040387853,19.926919697032144,16.040000915527344,13.430000305175781
2017-08-11,1.822399973869324,1.6563700437545776,1.7875900268554688,1.669039964675903,38131800.0,1.669039964675903,2017-08-11,24.0,0.3420333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8052469968795777,0.8408245549372767,0.4331636869310899,-0.0220914030235777,-0.001723560913163,-0.0203678421104147,20.101003269586656,15.510000228881836,13.449999809265137
2017-08-14,1.8100600242614744,1.5912599563598633,1.656209945678711,1.646589994430542,58304700.0,1.646589994430542,2017-08-14,28.0,0.1626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7455060005187988,0.7608893985821744,0.5410838341835009,-0.0419503860137251,-0.0212025277599305,-0.0207478582537945,20.693385698084818,12.329999923706055,12.109999656677246
2017-08-15,1.643100023269653,1.585510015487671,1.6411800384521484,1.5979000329971311,24022000.0,1.5979000329971311,2017-08-15,12.0,0.5811333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7317620038986206,0.7259846618042056,0.5322555643185718,-0.0467554231487556,-0.0263141684839385,-0.0204412546648171,20.869411764208337,12.039999961853027,12.199999809265137
2017-08-16,1.6073499917984009,1.5225199460983276,1.5979000329971311,1.5464500188827517,25713300.0,1.5464500188827517,2017-08-16,28.0,0.0468285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7055540084838867,0.7771454085115002,0.4368268180232378,-0.0543375286962539,-0.0319197719170286,-0.0224177567792252,20.917620153655697,11.739999771118164,12.579999923706055
2017-08-17,1.5416899919509888,1.3983900547027588,1.538349986076355,1.4219499826431274,26841700.0,1.4219499826431274,2017-08-17,46.0,0.1826521739130434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6596390008926392,0.826059681168878,0.3050827383080917,-0.0740424612813812,-0.0403454297519269,-0.0336970315294543,21.070986365064336,15.550000190734863,13.34000015258789
2017-08-18,1.444159984588623,1.3198399543762207,1.4225399494171145,1.4045000076293943,24769900.0,1.4045000076293943,2017-08-18,48.0,0.299925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6172330021858214,0.8627453641165079,0.2473788664720771,-0.0829469740211246,-0.0488666447367677,-0.0340803292843568,21.16609313987928,14.260000228881836,12.119999885559082
2017-08-19,1.4215799570083618,1.356559991836548,1.4032399654388428,1.370360016822815,15673200.0,1.370360016822815,2017-08-19,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.571747004985809,0.89468031950259,0.2473788664720771,-0.0879493896689029,-0.0566838587382155,-0.0312655309306874,21.181842088524213,14.260000228881836,12.119999885559082
2017-08-20,1.3842600584030151,1.3298799991607666,1.3693599700927734,1.3408299684524536,20152300.0,1.3408299684524536,2017-08-20,42.0,0.3081285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5272310018539428,0.9206118376544904,0.2257172263151289,-0.0898218020612426,-0.0633118984838315,-0.0265099035774111,21.131983662548222,14.260000228881836,12.119999885559082
2017-08-21,1.3374899625778198,1.2618900537490845,1.3371800184249878,1.284500002861023,23774300.0,1.284500002861023,2017-08-21,24.0,0.388275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4887770056724547,0.8783196225190859,0.1773484324174417,-0.0939339663011382,-0.0694366455102392,-0.024497320790899,21.113851899953797,13.1899995803833,13.010000228881836
2017-08-22,1.5291399955749512,1.2816599607467651,1.2850300073623655,1.410930037498474,36567800.0,1.410930037498474,2017-08-22,42.0,0.0281571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4682210087776182,0.8466004670617248,0.5267410714282807,-0.0713283810055602,-0.0698150090893616,-0.0015133719161986,21.35266380551321,11.350000381469727,12.489999771118164
