Date,High,Low,Open,Close,Volume,Adj Close,date,tweet_count,daily_sent,elonmusk,michael_saylor,binance,investingcom,peterlbrandt,coinmarketcap,raoulgmi,apompliano,cashapp,charliebilello,MA_10,ADX_2_7,RSI_10,MACD_5_10,MACDsign_5_10,MACDdiff_5_10,Mass Index,vix,gvz
2014-09-16,468.1740112304688,452.4219970703125,465.864013671875,457.3340148925781,21056800.0,457.3340148925781,2014-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.729999542236328,16.579999923706055
2014-09-17,456.8599853515625,413.10400390625,456.8599853515625,424.4400024414063,34483200.0,424.4400024414063,2014-09-17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.649999618530273,17.139999389648438
2014-09-18,427.8349914550781,384.5320129394531,424.1029968261719,394.7959899902344,37919700.0,394.7959899902344,2014-09-18,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029999732971191,15.5
2014-09-19,423.2959899902344,389.8829956054688,394.6730041503906,408.9039916992188,36863600.0,408.9039916992188,2014-09-19,5.0,-0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.109999656677246,16.899999618530273
2014-09-22,441.5570068359375,396.1969909667969,402.0920104980469,435.7909851074219,45099500.0,435.7909851074219,2014-09-22,15.0,0.1664333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6899995803833,16.440000534057617
2014-09-23,436.1119995117188,421.1319885253906,435.7510070800781,423.2049865722656,30627700.0,423.2049865722656,2014-09-23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8462731879306612,0.0,0.0,0.0,0.0,0.0,14.930000305175781,16.649999618530273
2014-09-24,423.5199890136719,409.4679870605469,423.156005859375,411.5740051269531,26814400.0,411.5740051269531,2014-09-24,15.0,0.1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403173501188071,0.0,0.0,0.0,0.0,0.0,13.270000457763672,17.209999084472656
2014-09-25,414.93798828125,400.0090026855469,411.4289855957031,404.4249877929688,21460800.0,404.4249877929688,2014-09-25,5.0,0.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.1441986083984,0.8527351248280677,0.3587705246646712,-1.416729541399263,0.0,0.0,0.0,15.640000343322754,17.989999771118164
2014-09-26,406.62298583984375,397.37200927734375,403.5559997558594,399.5199890136719,15029300.0,399.5199890136719,2014-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.3627960205078,0.8887917155300459,0.3381613867451356,-2.8259324409944497,0.0,0.0,0.0,14.850000381469727,17.84000015258789
2014-09-29,390.97698974609375,373.4429931640625,376.0880126953125,386.9440002441406,34707300.0,386.9440002441406,2014-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.50799865722655,0.6364263179350371,0.2969849613208936,-7.126691068507569,0.0,0.0,0.0,15.979999542236328,17.170000076293945
2014-09-30,391.3789978027344,380.7799987792969,387.427001953125,383.614990234375,26229400.0,383.614990234375,2014-09-30,10.0,0.1973499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.9873962402344,0.6850586715357845,0.3041018682490233,-6.549844812717026,0.0,0.0,0.0,16.309999465942383,18.829999923706055
2014-10-01,385.49700927734375,372.9460144042969,383.9880065917969,375.0719909667969,21777700.0,375.0719909667969,2014-10-01,10.0,0.21945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.27939453125,0.7576091619855307,0.245023057363581,-7.071458860032692,0.0,0.0,0.0,16.709999084472656,18.729999542236328
2014-10-02,377.6950073242188,357.8590087890625,375.1809997558594,359.5119934082031,30901200.0,359.5119934082031,2014-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.6514953613281,0.8176738115966286,0.1681371352386161,-9.19261608030098,0.0,0.0,0.0,16.15999984741211,18.200000762939453
2014-10-03,364.4869995117188,325.885986328125,359.8919982910156,328.8659973144531,47236500.0,328.8659973144531,2014-10-03,5.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.21759643554685,0.8633064756079749,0.0927512096355499,-14.28636093927247,-8.701862259706944,-5.584498679565526,0.0,14.550000190734863,19.1299991607666
2014-10-06,339.2470092773437,320.48199462890625,330.5840148925781,336.18701171875,49199900.0,336.18701171875,2014-10-06,10.0,-0.1026999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.3433013916016,0.7783473775329313,0.0958021551736092,-14.33162603768676,-12.478925059072576,-1.852700978614184,0.0,15.460000038146973,17.600000381469727
2014-10-07,354.364013671875,327.18798828125,336.1159973144531,352.94000244140625,54736300.0,352.94000244140625,2014-10-07,20.0,0.280025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.91920166015626,0.8249684674766553,0.292914224439925,-9.68732766856624,-11.888126062659586,2.2007983940933453,0.0,17.200000762939453,17.559999465942383
2014-10-08,382.72601318359375,347.68701171875,352.7479858398437,365.0260009765625,83641104.0,365.0260009765625,2014-10-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.87510070800784,0.859885686486433,0.5285736752881561,-4.757585002202461,-10.396411552602986,5.638826550400525,0.0,15.109999656677246,17.5
2014-10-09,375.0669860839844,352.9630126953125,364.68701171875,361.56201171875,43665700.0,361.56201171875,2014-10-09,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.33690185546874,0.8860463143016917,0.5285736752881561,-2.3003041085946165,-8.718141174347092,6.417837065752476,0.0,18.760000228881836,17.860000610351562
2014-10-10,367.1910095214844,355.95098876953125,361.3619995117188,362.2990112304688,13345200.0,362.2990112304688,2014-10-10,20.0,0.3984499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.20530395507814,0.9137292022528688,0.5285736752881562,-0.7098571071987863,-7.070096013593303,6.360238906394517,0.0,21.239999771118164,18.110000610351562
2014-10-13,411.697998046875,391.3240051269531,391.6919860839844,400.8699951171875,38491500.0,400.8699951171875,2014-10-13,10.0,0.10115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.84360656738284,0.8336641005928778,0.785036841656704,9.19911178670884,-0.3678273072010907,9.566939093909932,0.0,24.639999389648438,17.690000534057617
2014-10-14,402.22698974609375,388.7659912109375,400.9549865722656,394.7730102539063,25267100.0,394.7730102539063,2014-10-14,5.0,-0.1026999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.26990661621096,0.8111430310838561,0.7507350526799361,9.40850281168315,1.610244329855916,7.798258481827234,0.0,22.790000915527344,17.979999542236328
2014-10-15,398.8070068359375,373.0700073242188,394.51800537109375,382.5559997558594,26990000.0,382.5559997558594,2014-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.5176055908204,0.794255357810174,0.5654447388355442,7.106794737876044,2.719788146875505,4.387006591000539,0.0,25.270000457763672,20.040000915527344
2014-10-16,385.4779968261719,375.3890075683594,382.7560119628906,383.7579956054688,13600700.0,383.7579956054688,2014-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.2747039794922,0.7677010570731981,0.5654447388355444,5.602286886883405,3.30057333315432,2.301713553729085,0.0,25.200000762939453,19.68000030517578
2014-10-17,395.1579895019531,378.9710083007813,383.97601318359375,391.4419860839844,11416800.0,391.4419860839844,2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.12490234375,0.747787406476985,0.6459489721523298,5.604080877716797,3.764010492200309,1.8400703855164875,0.0,21.989999771118164,18.079999923706055
2014-10-20,392.64599609375,380.8340148925781,382.4209899902344,386.4750061035156,14188900.0,386.4750061035156,2014-10-20,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.1227996826172,0.4331221286681765,0.5554517487388965,2.766046020709496,3.648767125083644,-0.8827211043741485,0.0,18.56999969482422,17.270000457763672
2014-10-21,388.5759887695313,382.2489929199219,386.1180114746094,383.1579895019531,11641300.0,383.1579895019531,2014-10-21,5.0,0.3818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.5836975097656,0.568689548743087,0.5554517487388965,1.7931796011652068,3.276750138418928,-1.483570537253721,0.0,16.079999923706055,17.010000228881836
2014-10-22,385.0480041503906,356.4469909667969,382.9620056152344,358.4169921875,26456900.0,358.4169921875,2014-10-22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.3839965820313,0.671981032240232,0.2753648394675049,-2.592106701558976,2.1007039662912765,-4.692810667850252,0.0,17.8700008392334,16.579999923706055
2014-10-23,364.3450012207031,353.30499267578125,358.59100341796875,358.3450012207031,15585700.0,358.3450012207031,2014-10-23,5.0,-0.8316000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.1314971923828,0.7527326093653951,0.2561414875476814,-4.837876953779073,0.7108370674229741,-5.548714021202048,0.0,16.530000686645508,16.90999984741211
2014-10-24,359.8609924316406,342.87701416015625,358.6109924316406,347.27099609375,18127500.0,347.27099609375,2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.3812957763672,0.813295450031872,0.1996143748682938,-7.446708707772302,-0.9226943015031028,-6.524014406269199,0.0,16.110000610351562,16.239999771118164
2014-10-27,358.6319885253906,349.8089904785156,354.7770080566406,352.989013671875,13033000.0,352.989013671875,2014-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.5191986083984,0.752859397609625,0.1996143748682938,-7.026347053217762,-3.164387972115503,-3.8619590811022593,24.304577941716328,16.040000915527344,16.489999771118164
2014-10-28,359.9840087890625,352.6789855957031,353.2149963378906,357.6180114746094,7845880.0,357.6180114746094,2014-10-28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.1368011474609,0.8020891201870194,0.2393513299963177,-5.754090367328615,-3.682656943144227,-2.0714334241843884,24.198104516529245,14.390000343322754,16.299999237060547
2014-10-29,357.8330078125,335.3429870605469,357.0889892578125,335.59100341796875,18192700.0,335.59100341796875,2014-10-29,5.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.7413024902344,0.839554864209141,0.134614017195928,-8.048107833558845,-4.5561900551366445,-3.4919177784222004,24.025076653861767,15.149999618530273,16.75
2014-10-30,350.9129943847656,335.0719909667969,335.7090148925781,345.30499267578125,30177900.0,345.30499267578125,2014-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.9873016357422,0.8676540795027644,0.1334979138599824,-7.340065361201425,-5.113191062801342,-2.226874298400083,23.6708162926668,14.520000457763672,18.079999923706055
2014-10-31,348.0450134277344,337.1419982910156,345.0090026855469,338.3210144042969,12545400.0,338.3210144042969,2014-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.1719024658203,0.9002428775739161,0.1334979138599824,-7.567033464079259,-5.604118858235051,-1.962914605844208,23.269122626602623,14.029999732971191,21.540000915527344
2014-11-03,334.00201416015625,325.4809875488281,325.5690002441406,327.5539855957031,12948500.0,327.5539855957031,2014-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0994018554687,0.6526878511441787,0.2248566479276698,-8.748326264588513,-7.295604753744448,-1.4527215108440652,22.6480851727798,14.729999542236328,21.100000381469727
2014-11-04,331.7669982910156,325.0769958496094,327.1610107421875,330.49200439453125,15655500.0,330.49200439453125,2014-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.4215026855469,0.7252258657738315,0.2212995463428037,-7.407884035018469,-7.3180635952913455,-0.0898204397271236,22.416508479835844,14.890000343322754,20.100000381469727
2014-11-05,343.3689880371094,330.6830139160156,330.6830139160156,339.4859924316406,19817200.0,339.4859924316406,2014-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.8997009277344,0.7895910181192265,0.4993135144010526,-4.865117111719826,-6.827422124626746,1.96230501290692,22.343029601904554,14.170000076293945,23.3799991607666
2014-11-06,352.96600341796875,338.42401123046875,339.4580078125,349.2900085449219,18797000.0,349.2900085449219,2014-11-06,5.0,0.2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.52980041503906,0.8378648611149558,0.6321058388785323,-1.6979048068618567,-5.801431379433964,4.103526572572108,22.32424537963356,13.670000076293945,23.18000030517578
2014-11-07,352.73199462890625,341.7760009765625,349.8179931640625,342.4150085449219,16834200.0,342.4150085449219,2014-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.00950012207034,0.874070231401144,0.6321058388785323,-0.9090612524026938,-4.822890758003952,3.9138295056012575,22.26612164958024,13.119999885559082,21.3799991607666
