,Unnamed: 0,Unnamed: 0.1,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberofTrade,TakerbuybaseV,TakerbuyquoteV,date,tweet_count,daily_sent,narendramodi,amitshah,ryangirdusky,sentedcruz,brendanblumer,elienyc,binance,whcos,yamiche,rashtrapatibhvn,MA_7,MA_30,MA_100,ADX_2_4,RSI_14,MACD_3_14,MACDsign_3_14,MACDdiff_3_14,Mass Index
10,10,10,13.91,14.7409,13.6,14.7207,6061410.77,1528415999999,84985557.597138,69656,3373986.16,47279269.884848,2018-06-07,8.0,0.1307249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.960328571428573,,,0.7404501761186179,,,,,
11,11,11,14.7205,14.9,13.55,13.9637,2727726.06,1528502399999,38752065.578961,66798,1219800.56,17340345.809562,2018-06-08,15.0,0.2684066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2116,,,0.8054469044620117,,,,,
12,12,12,13.9794,15.0015,13.92,14.15,2592900.65,1528588799999,37660350.149416,70817,1390960.24,20219743.706201,2018-06-09,16.0,0.3581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.133371428571428,,,0.8652449710733522,,,,,
13,13,13,14.15,14.1642,10.98,11.7313,10540465.95,1528675199999,134421113.929142,117253,5843168.92,74517518.839632,2018-06-10,20.0,0.0852199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.733500000000001,,,0.905935417404778,0.3026399563300073,-0.5137906812052062,,,
14,14,14,11.7355,11.93,10.61,11.7719,8878723.1,1528761599999,100318882.537055,109917,5174443.52,58462458.298041,2018-06-11,13.0,0.1852307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.492057142857144,,,0.939210459453241,0.2802178499805615,-0.8437592359488502,,,
15,15,15,11.771,11.78,9.68,10.0909,9168694.85,1528847999999,99873337.991996,98326,5361700.17,58428566.093911,2018-06-12,14.0,0.0963571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.905100000000001,,,0.9615566483626063,0.2306563267795932,-1.5149789733646593,,,
16,16,16,10.0909,10.47,9.12,10.037,10351432.78,1528934399999,102359990.497655,113104,5782310.23,57261137.189482,2018-06-13,13.0,0.1020538461538461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.352214285714286,,,0.8130934745764918,0.20541387116901808,-1.7132903226096783,,,
17,17,17,10.0312,11.7899,9.462,11.2534,10052349.0,1529020799999,106523028.940055,128840,5180605.42,54872807.863107,2018-06-14,19.0,0.1534421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.856885714285713,,,0.7240423800223621,0.3876604708743868,-1.2443505483499173,,,
18,18,18,11.2534,11.45,10.5107,10.6547,5408054.38,1529107199999,59514835.838016,81960,2769422.09,30490026.988673,2018-06-15,9.0,0.1333666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38417142857143,,,0.615071220865224,0.3876604708743869,-1.1692799129641394,,,
19,19,19,10.6504,10.8667,10.16,10.5254,6053921.05,1529193599999,64397314.350904,69941,3530757.6,37592373.5587,2018-06-16,21.0,0.0769333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.866371428571428,,,0.5496956087505432,0.3585680045833112,-1.101759581006334,,,
20,20,20,10.5254,10.75,10.25,10.3388,1627761.79,1529279999999,17059301.816238,38446,846251.27,8857444.513965,2018-06-17,8.0,-0.0177125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667442857142857,,,0.6686293795944638,0.3585680045833112,-1.0633977933350245,,,
21,21,21,10.3388,10.899,10.0963,10.6791,10669784.21,1529366399999,110552296.95424,73020,6758048.46,69992077.084456,2018-06-18,22.0,-0.0244181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.511328571428573,,,0.4297909948630654,0.3435254414684531,-0.8507640699271235,-1.0941938683355108,0.2434297984083873,
22,22,22,10.6738,10.9693,10.38,10.658,7961229.86,1529452799999,84254902.549564,53189,4792195.86,50700962.533173,2018-06-19,8.0,0.0250375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.592342857142857,,,0.5822696677906188,0.3577450337290217,-0.7082555496913976,-1.0077212812705783,0.29946573157918066,
23,23,23,10.6507,10.7495,10.16,10.412,8798849.05,1529539199999,91455464.480084,59765,5815298.09,60457568.026021,2018-06-20,18.0,0.2022888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.645914285714285,,,0.3689199028273833,0.3317940902122012,-0.6874130568704224,-0.9376396719925427,0.2502266151221203,
24,24,24,10.4077,10.83,10.2032,10.4099,8923799.16,1529625599999,93496975.064174,55757,5786251.54,60637628.399053,2018-06-21,9.0,0.3447555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.525414285714287,,,0.6095784801413586,0.3516509036319544,-0.6323185401115445,-0.8720694975383636,0.23975095742681907,
25,25,25,10.4031,10.432,8.246,8.5198,11547386.83,1529711999999,106261475.894052,100813,6326747.52,58369092.669725,2018-06-22,9.0,0.1961777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22042857142857,,,0.7564408571012974,0.19177591236422178,-1.2523245831766996,-0.952544684877365,-0.2997798982993346,
26,26,26,8.5133,8.747,8.068,8.4464,8165524.12,1529798399999,68441150.599811,54241,4632130.58,38815819.854207,2018-06-23,11.0,0.1258909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.923428571428571,,,0.8520237456813163,0.18304308596172658,-1.4621135187504617,-1.0591468651209481,-0.40296665362951356,
