,Unnamed: 0,Unnamed: 0.1,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberofTrade,TakerbuybaseV,TakerbuyquoteV,date,tweet_count,daily_sent,charliebilello,huobiglobal,binance,vitalikbuterin,coinmarketcap,eth_classic,grayscale,investingcom,scottmelker,justinsuntron,MA_7,MA_30,MA_100,ADX_2_4,RSI_14,MACD_3_14,MACDsign_3_14,MACDdiff_3_14,Mass Index
23,23,23,300.01,307.0,281.66,296.74,2740.58822,1505001599999,813750.3589359,1956,1755.91508,520754.9145735,2017-09-09,3.0,-0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2642857142857,,,0.8257297793181053,0.21067052126236388,-20.504939811360316,-9.84798264323543,-10.656957168124887,
24,24,24,296.72,302.78,261.03,293.5,4156.45099,1505087999999,1181903.7721999,2494,2282.40311,651266.4580305,2017-09-10,2.0,0.0799499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.36857142857144,,,0.7265268428146383,0.18236044564053097,-22.431417335176377,-12.550376686189935,-9.881040648986442,
25,25,25,293.51,304.98,285.21,297.3,4829.64647,1505174399999,1436811.8161569,3490,2412.24221,718382.7521632,2017-09-11,,,,,,,,,,,,,310.3014285714286,,,0.6824141487813481,0.19566033731995292,-20.358524616543207,-14.202852067054286,-6.155672549488921,
26,26,26,297.78,316.46,286.01,293.96,5176.31402,1505260799999,1573452.4124519,5279,2207.60465,671349.2542697,2017-09-12,2.0,-0.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.7114285714286,,,0.7133459931036056,0.26740916451222363,-19.297689370331284,-15.268695832238175,-4.0289935380931094,
27,27,27,293.93,294.5,257.05,276.91,6451.22836,1505347199999,1761080.8976069,4527,3264.55673,890399.3695974,2017-09-13,1.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.4128571428572,,,0.807597183061621,0.21228931393935338,-23.743366267725833,-17.025439854686354,-6.7179264130394785,
28,28,28,275.76,283.77,215.0,215.21,12601.95676,1505433599999,3110767.7805647,8166,4455.23882,1100931.1454267,2017-09-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.3728571428572,,,0.8756548134023728,0.15779601267948445,-46.554866039061125,-23.10237562706145,-23.452490411999676,
29,29,29,217.0,270.93,192.0,253.0,14223.8953,1505519999999,3319311.826735,9198,5945.8076,1386660.0368027,2017-09-15,5.0,-0.12794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,275.2314285714286,317.47099999999995,,0.868407553807399,0.13579648937334635,-39.49933126141951,-26.457313232685763,-13.04201802873375,
30,30,30,255.99,271.81,235.51,249.31,10362.06011,1505606399999,2647152.3723708,8859,3866.60141,995005.3267045,2017-09-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.4557142857143,315.7146666666667,,0.8640591997594073,0.14108302513348328,-35.13536945673519,-28.224764040697075,-6.910605416038116,
31,31,31,249.32,264.39,239.02,257.55,4614.53337,1505692799999,1149704.2949294,5277,1442.00382,360268.4738608,2017-09-17,,,,,,,,,,,,,263.32000000000005,314.50100000000003,,0.890918021768332,0.14108302513348328,-27.87528448528755,-28.153846094296828,0.2785616090092766,
32,32,32,257.53,306.22,257.11,294.57,4125.97051,1505779199999,1182937.633574,3440,2342.68408,669740.5214988,2017-09-18,2.0,0.42115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.93,314.62299999999993,,0.9070333126935771,0.3807953496543918,-9.331482832645236,-24.345465806653053,15.013982974007817,
33,33,33,296.0,300.0,277.41,284.0,1869.90852,1505865599999,535773.5652001,1896,789.82937,226839.7065421,2017-09-19,6.0,0.3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.50714285714287,314.11966666666666,,0.7335492917611959,0.3807953496543918,-4.542212793080466,-20.34794457842537,15.805731785344904,
