,Unnamed: 0,Unnamed: 0.1,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberofTrade,TakerbuybaseV,TakerbuyquoteV,date,tweet_count,daily_sent,charliebilello,huobiglobal,binance,vitalikbuterin,coinmarketcap,eth_classic,grayscale,investingcom,scottmelker,justinsuntron,MA_7,MA_30,MA_100,ADX_2_4,RSI_14,MACD_3_14,MACDsign_3_14,MACDdiff_3_14,Mass Index
198,198,198,856.27,870.78,852.3,856.02,34170.2942,1520121599999,29487108.37488,65375,15376.6757,13272220.3421983,2018-03-03,4.0,0.2148749999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,859.3871428571429,859.9363333333333,829.4033000000001,0.5836695123198153,0.467005009777713,-6.782601425361463,-11.51128015358977,4.7286787282283065,20.80571763559916
199,199,199,856.51,868.0,836.24,866.66,29735.01829,1520207999999,25364732.8643644,64562,15317.96521,13061032.8651228,2018-03-04,5.0,0.02374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,863.0257142857143,858.0816666666666,833.3799,0.4210656335428142,0.3985418388201343,-2.751515543449159,-9.759327231561649,7.00781168811249,20.45455379113564
200,200,200,866.61,871.75,847.2,849.84,30567.79813,1520294399999,26391332.1546758,61568,12799.98986,11065449.0868575,2018-03-05,3.0,0.4623333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.4342857142857,854.0429999999999,837.2601,0.6312737980128493,0.4213952533055875,-6.988610625056367,-9.205183910260592,2.216573285204225,20.248753986136776
201,201,201,849.81,853.18,803.01,813.11,48658.06883,1520380799999,40340972.8329127,90220,22191.73389,18401910.6237253,2018-03-06,5.0,0.22154,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,852.2914285714286,853.6946666666666,840.7628,0.7754108102813849,0.277848282700978,-21.826444452080864,-11.729436018624648,-10.097008433456216,20.16893811360118
202,202,202,813.31,826.2,718.4,749.9,109013.2838,1520467199999,83030975.9043689,157657,48470.06648,36781464.4111463,2018-03-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.4914285714286,855.4273333333333,843.5387000000001,0.863593123718592,0.15853713895323052,-49.97807614698354,-19.37916404429643,-30.59891210268711,20.36174167564632
203,203,203,749.02,772.07,684.0,695.46,76312.77819,1520553599999,55751521.7845615,124325,36044.5051,26338275.2988589,2018-03-08,7.0,0.2399571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,812.4671428571429,852.6343333333333,845.8316,0.9175945271427972,0.13195531211066655,-78.8065781383068,-31.264646863098513,-47.54193127520829,20.675748484621195
204,204,204,695.48,727.92,640.0,723.71,116545.37303,1520639999999,79262060.7540076,174238,60668.11131,41319376.2504164,2018-03-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,793.5285714285714,851.6246666666666,848.8516999999999,0.6024312259522264,0.10577963073852847,-75.68682379199265,-40.14908224887735,-35.5377415431153,21.070869766996694
205,205,205,723.65,745.0,673.06,680.58,63012.67972,1520726399999,45345997.5042329,98429,31800.29863,22911200.9915119,2018-03-10,5.0,0.2828199999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,768.4657142857143,848.2553333333333,851.3832000000001,0.592646874224321,0.1787473848732368,-85.10347532245555,-49.139960863593,-35.963514458862555,21.482733862528786
206,206,206,680.58,735.0,659.15,720.85,73967.35869,1520812799999,51773437.8671232,108011,38421.73903,26903570.2810054,2018-03-11,1.0,0.7172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,747.6357142857144,843.0503333333332,854.0166,0.3637867879810853,0.16601741873309306,-68.74479263082583,-53.06092721703958,-15.68386541378625,21.86406309033424
207,207,207,721.0,740.5,676.31,697.11,67732.85988,1520899199999,48042091.346384,107566,31034.85323,22068909.9972632,2018-03-12,,,,,,,,,,,,,725.8171428571429,837.9156666666667,856.4114,0.2264707362351439,0.19226211031699683,-65.7777106223972,-55.604283898111106,-10.173426724286088,22.228364363965493
208,208,208,696.52,713.76,680.0,689.94,55735.18315,1520985599999,38651705.8540196,110481,26716.95139,18575299.5512552,2018-03-13,3.0,0.385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,708.2214285714286,833.9473333333333,858.7078,0.5290743967325582,0.19226211031699683,-62.735794377251295,-57.03058599393914,-5.705208383312154,22.504197673433595
209,209,209,690.16,703.54,585.0,610.1,89904.25415,1521071999999,57785217.4853055,139296,39532.62564,25438176.2591817,2018-03-14,3.0,0.2774999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,688.25,825.3953333333334,860.1421,0.7127999938763475,0.11154222607916696,-86.50991104587001,-62.92645100432533,-23.583460041544683,22.948693317814353
210,210,210,610.1,621.12,570.0,608.83,94426.72453,1521158399999,56487242.0087846,139923,46470.38535,27835899.8401665,2018-03-15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,675.8742857142857,817.6373333333333,861.7078,0.6560931551199277,0.10361663145536584,-91.51036753254641,-68.64323430996956,-22.867133222576854,23.248180041183478
211,211,211,608.83,625.3,584.15,599.05,64720.20994,1521244799999,39356556.4721097,84631,33403.29506,20344035.0870248,2018-03-16,4.0,0.294425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,658.0657142857143,806.9693333333333,863.5881999999999,0.7693115653892296,0.12363868757683423,-91.16254084126933,-73.14709561622952,-18.015445225039812,23.473605315349072
212,212,212,599.03,609.26,544.0,546.95,68022.4592,1521331199999,39167671.2478979,85603,32527.71191,18706692.7782637,2018-03-17,,,,,,,,,,,,,638.9757142857143,794.3826666666666,864.9943999999999,0.8581226202523999,0.09910478290741213,-104.03764655229713,-79.32520580344305,-24.71244074885408,23.634249254763578
213,213,213,547.98,560.0,450.0,537.0,248817.226,1521417599999,125170992.0632535,273110,114393.25553,57727396.5386908,2018-03-18,1.0,-0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.7114285714287,780.9936666666666,865.9387999999999,0.9114092531703022,0.06451938810196495,-106.32934925692246,-84.72603449413894,-21.603314762783512,23.837324737986226
214,214,214,537.39,560.0,515.8,556.88,184798.77062,1521503999999,99812549.6389014,190236,91723.14578,49567220.4002215,2018-03-19,2.0,-0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.6785714285714,767.2233333333334,866.9076,0.6306846049859792,0.06451938810196496,-92.94446381179841,-86.36972035767084,-6.574743454127571,23.916882311925104
215,215,215,556.88,567.87,515.0,557.0,135426.91549,1521590399999,73696454.5594795,141920,67726.94222,36860017.1847935,2018-03-20,5.0,0.31648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,573.6871428571428,755.4233333333334,868.2041,0.6681837239412045,0.09954632735452809,-80.90404919812454,-85.2765861257616,4.372536927637057,23.908682905087907
216,216,216,557.0,590.52,545.11,559.17,117019.17321,1521676799999,66572210.6709511,139151,57668.25343,32774544.6726929,2018-03-21,2.0,-0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.4114285714286,742.792,868.7087999999999,0.6274805723505443,0.1991264648307645,-69.49726625232427,-82.12072215107413,12.623455898749867,23.880684124138984
217,217,217,559.15,578.6,516.0,539.92,111106.19916,1521763199999,60459505.6065908,123941,55271.47004,30077484.371418,2018-03-22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.5671428571429,731.3563333333333,867.9079999999999,0.6754623208757148,0.17107143404754013,-66.97950922565553,-79.09247956599042,12.112970340334883,23.95127515720395
218,218,218,539.78,544.72,506.71,543.03,106416.06746,1521849599999,55542669.0430983,122067,53573.84272,27978541.8579203,2018-03-23,1.0,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.5642857142857,721.5943333333332,866.4984,0.6020704028031125,0.16263392364997042,-60.28284723238869,-75.33055309927008,15.047705866881387,23.997861616407995
219,219,219,543.2,545.99,518.63,520.22,87710.78945,1521935999999,46963103.4507316,104841,41522.36464,22242100.3813973,2018-03-24,3.0,0.2544333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,544.7457142857144,712.2186666666668,864.9029999999999,0.6994677531886483,0.16909823728087148,-61.72577055314696,-72.60959659004546,10.883826036898498,24.024994147335885
220,220,220,521.17,536.0,512.0,523.74,71903.1713,1522022399999,37482165.1820822,90242,33854.54926,17655912.6709383,2018-03-25,1.0,0.3182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,542.8514285714285,701.2900000000001,863.3909,0.8157272094114058,0.16158436007728802,-56.94531928859908,-69.47674112975618,12.531421841157098,24.018913572986612
221,221,221,523.95,527.67,465.56,485.0,151084.23688,1522108799999,74104022.1300024,144216,76715.81596,37587633.5554733,2018-03-26,3.0,0.4317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,532.5828571428572,689.6586666666667,861.4128,0.887625063406595,0.1188880888978207,-65.28210245472161,-68.63781339474927,3.355710940027663,24.128252463477132
222,222,222,485.0,491.55,446.0,448.5,138188.76042,1522195199999,63816245.4274086,139179,61442.73325,28392464.6363337,2018-03-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,517.0828571428572,676.569,858.8214,0.9313569748343721,0.1053584958595169,-77.92590166305979,-70.49543104841138,-7.430470614648414,24.28100319497937
223,223,223,448.5,466.0,440.14,446.67,89895.47885,1522281599999,40547475.9536683,90706,43268.16083,19526756.9196805,2018-03-28,4.0,0.250325,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,501.01142857142855,662.5253333333333,855.4481,0.9587042849297376,0.10137067714243789,-78.88082120913566,-72.17250908055624,-6.708312128579422,24.4240254574945
224,224,224,446.07,449.43,380.0,384.0,225341.94316,1522367999999,91719449.9304218,176576,105223.74466,42823913.3420566,2018-03-29,4.0,0.2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7371428571428,646.3216666666667,851.3081,0.9751553686417015,0.06999732104072917,-97.01489826515939,-77.14098691747688,-19.873911347682508,24.66230974146488
225,225,225,383.87,412.04,366.0,392.43,292254.79437,1522454399999,112316125.3267166,232555,139653.28026,53711196.7692422,2018-03-30,1.0,0.8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.22285714285715,630.9526666666667,847.3303,0.6811012115975034,0.06462500286975917,-95.31433843842558,-80.77565722166662,-14.53868121675896,24.906490371234074
226,226,226,392.4,419.4,388.52,393.92,167833.59399,1522540799999,67461541.5886628,134396,85749.94972,34500084.5184605,2018-03-31,1.0,0.7845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,439.18,615.0623333333334,843.4454000000001,0.7571092477387579,0.106235334132465,-87.67680661761256,-82.15588710085581,-5.520919516756749,25.01089595454906
227,227,227,393.93,399.91,356.9,378.58,150493.99422,1522627199999,56620178.3543407,119329,71969.4459,27073234.6548507,2018-04-01,1.0,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.4428571428571,599.139,840.8715000000001,0.8027140694235105,0.08704106533912806,-84.14675572075271,-82.55406082483519,-1.5926948959175178,24.86270024314011
228,228,228,378.58,394.87,375.0,385.05,113242.14191,1522713599999,43596858.5024712,95810,60918.09989,23456311.3196497,2018-04-02,6.0,0.0399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.1642857142857,583.44,838.3186000000001,0.7702906572152758,0.08704106533912806,-74.63494995072995,-80.97023865001415,6.335288699284206,24.55026540051606
229,229,229,385.0,419.08,380.13,415.01,137897.55565,1522799999999,55385110.1548381,118778,72741.86375,29203166.4975717,2018-04-03,3.0,0.3743333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,399.38,568.3850000000001,835.8887000000001,0.5292517730263071,0.22903394814637493,-54.55217078700474,-75.68662507741227,21.134454290407533,24.21848464877449
230,230,230,415.0,416.5,370.0,378.16,140598.39668,1522886399999,54594624.7569424,132792,69080.32064,26802920.5429346,2018-04-04,4.0,0.334525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,389.59285714285716,552.6623333333333,832.5208,0.5183854674658123,0.21303714401267337,-55.72448843025677,-71.69419774798118,15.969709317724408,23.96567903532677
231,231,231,378.15,387.03,365.61,381.22,120314.05875,1522972799999,45411126.8956174,103370,60702.0822,22942001.5438641,2018-04-05,3.0,0.4048333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,389.19571428571425,538.2660000000001,828.8329999999999,0.6029585686190985,0.20584790694667132,-51.39552684698225,-67.6344635677814,16.238936720799146,23.66980920375876
232,232,232,381.56,385.91,362.54,368.89,74458.69141,1523059199999,27645272.516507,69396,36948.37773,13722741.9376863,2018-04-06,2.0,0.2781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,385.8328571428571,525.5656666666666,825.123,0.6220196340548508,0.20039123362592376,-50.61427503776446,-64.230425861778,13.616150824013545,23.390805234113905
233,233,233,368.89,394.75,368.28,384.51,71463.42848,1523145599999,27442723.6552181,65341,39310.3431,15088027.5337413,2018-04-07,1.0,0.4404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,384.48857142857145,515.2006666666667,821.8892,0.7334931387866567,0.2651148488473681,-41.17411425125243,-59.61916353967289,18.445049288420456,23.219600345037765
234,234,234,384.51,404.05,384.0,400.4,57395.52936,1523231999999,22720923.5470005,61290,31269.11717,12384767.5774767,2018-04-08,,,,,,,,,,,,,387.6057142857143,504.42366666666663,818.5533,0.8347655436633884,0.33086235362249583,-28.5121036270138,-53.39775155714107,24.88564793012727,22.87629529815772
235,235,235,400.4,431.99,387.1,399.44,151653.50413,1523318399999,61605245.8672748,122647,81164.60858,33028431.0724556,2018-04-09,2.0,0.1501999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,389.6614285714286,495.0523333333333,815.7370999999999,0.8955289865894274,0.48926064335681746,-21.47642544804279,-47.01348633532142,25.537060887278628,22.71710257718616
236,236,236,399.25,418.68,391.4,416.07,81394.29605,1523404799999,32805764.1019723,73634,39654.82636,16004029.831851,2018-04-10,1.0,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.8128571428571,484.89300000000003,812.558,0.9362812278781202,0.4892606433568175,-10.898203207285803,-39.790429709714296,28.892226502428493,22.629077262897304
237,237,237,415.53,433.54,410.38,429.52,86706.68627,1523491199999,36371404.2251047,76885,44672.00021,18743004.7181089,2018-04-11,2.0,0.4332499999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,397.15,475.97333333333336,809.3033,0.9616797682207441,0.5625804678269323,-0.6560933558054103,-31.96356243893252,31.30746908312711,22.50918742106666
238,238,238,429.9,499.0,412.88,495.67,249766.38316,1523577599999,113968625.2863396,202769,121547.23979,55471535.4086562,2018-04-12,2.0,0.01055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.5,469.4976666666667,805.7071999999998,0.976969157562109,0.7471082719870388,28.08089380355642,-19.95467119043473,48.03556499399115,22.55182517444823
239,239,239,494.3,530.0,480.22,495.11,251752.08782,1523663999999,127274585.0424597,206506,123872.45036,62548394.1720576,2018-04-13,3.0,0.3759666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.53142857142853,465.6646666666666,801.3179999999999,0.9861427911669279,0.7944828460834753,38.45619531904276,-8.27249788853923,46.72869320758199,22.68682318262401
240,240,240,494.69,515.0,485.58,502.68,121283.3338,1523750399999,60727364.2740579,98631,60998.98842,30544457.2097563,2018-04-14,,,,,,,,,,,,,448.41285714285715,462.1263333333333,796.9448,0.9916766329341394,0.7944828460834752,43.164079621150734,2.0148176133987667,41.149262007751965,22.769794361935055
241,241,241,502.68,535.0,502.51,533.88,108739.15395,1523836799999,56506254.9725316,93171,57139.99073,29710349.7577647,2018-04-15,,,,,,,,,,,,,467.4814285714286,459.954,792.6906000000001,0.6956954342931522,0.8229684528563739,53.76655751065408,12.365165592849833,41.40139191780425,22.84979729985143
242,242,242,533.88,538.0,497.31,511.46,130359.52549,1523923199999,66652300.8067962,103147,60079.00406,30729925.4776247,2018-04-16,1.0,0.6369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,483.4842857142857,458.77099999999996,787.7641,0.5181067151085598,0.7901144233878226,46.55586076206191,19.20330462669225,27.35255613536966,22.916806946939005
243,243,243,512.09,521.2,500.02,502.56,96541.96382,1524009599999,49273622.8530706,91563,46910.09255,23946544.5498259,2018-04-17,,,,,,,,,,,,,495.84000000000003,457.62299999999993,781.5587999999999,0.647841005164618,0.7901144233878225,37.0641681202012,22.775477325394043,14.28869079480716,22.954097414431054
244,244,244,502.56,526.99,501.12,526.09,73161.95251,1524095999999,37673780.8368876,68912,40719.86775,20988712.9674407,2018-04-18,3.0,0.1898666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,509.6357142857143,456.59666666666664,775.4879000000001,0.7854308810060954,0.80184148552223,39.10782343404816,26.04194654712487,13.065876886923288,23.02117208467991
245,245,245,526.49,571.61,521.03,568.14,112235.77328,1524182399999,61044208.3175114,100508,58720.48369,31889417.1177414,2018-04-19,2.0,-0.148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,519.9885714285714,456.968,768.2593,0.8704832780910081,0.867614319267793,52.80455250777874,31.394467739255653,21.410084768523085,23.229205354770833
246,246,246,568.14,622.17,556.5,617.09,160209.03951,1524268799999,93907683.4773283,153184,74320.28896,43506166.7888128,2018-04-20,6.0,0.2401166666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,537.4142857142857,458.8986666666667,761.9602,0.921588707740114,0.9076788736041513,73.1678316058767,39.74914051257987,33.41869109329683,23.471945845162857
247,247,247,616.8,624.5,570.23,604.87,159364.95353,1524355199999,95664939.9408183,159407,78153.60888,46861099.6411787,2018-04-21,2.0,0.3474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,552.0128571428571,461.0636666666667,756.6195999999999,0.9527428647741727,0.909140997020782,72.63339710799403,46.325991831662705,26.307405276331323,23.72104571934335
248,248,248,604.87,643.49,589.0,620.92,120127.3728,1524441599999,74788729.8493192,122258,61246.48956,38184257.0433051,2018-04-22,1.0,-0.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.4471428571429,463.65999999999997,750.2900999999999,0.9715159878236775,0.9209190089949069,73.44458235171192,51.749709935672556,21.69487241603936,24.024899120450254
