date,bitcoin_pytrend_unscaled,bitcoin_pytrend_monthly
2021-03-17,80,36.0
2021-03-18,82,36.0
2021-03-19,74,36.0
2021-03-20,64,36.0
2021-03-21,60,36.0
2021-03-22,70,36.0
2021-03-23,75,36.0
2021-03-24,85,36.0
2021-03-25,90,36.0
2021-03-26,75,36.0
2021-03-27,68,36.0
2021-03-28,64,36.0
2021-03-29,69,36.0
2021-03-30,76,36.0
2021-03-31,74,36.0
2021-04-01,77,37.0
2021-04-02,57,37.0
2021-04-03,43,37.0
2021-04-04,41,37.0
2021-04-05,47,37.0
2021-04-06,49,37.0
2021-04-07,46,37.0
2021-04-08,47,37.0
2021-04-09,38,37.0
2021-04-10,50,37.0
2021-04-11,50,37.0
2021-04-12,48,37.0
2021-04-13,71,37.0
2021-04-14,77,37.0
2021-04-15,67,37.0
2021-04-16,85,37.0
2021-04-17,63,37.0
2021-04-18,100,37.0
2021-04-19,86,37.0
2021-04-20,74,37.0
2021-04-21,56,37.0
2021-04-22,68,37.0
2021-04-23,99,37.0
2021-04-24,74,37.0
2021-04-25,55,37.0
2021-04-26,66,37.0
2021-04-27,65,37.0
2021-04-28,59,37.0
2021-04-29,50,37.0
2021-04-30,48,37.0
2021-05-01,25,48.0
2021-05-02,25,48.0
2021-05-03,28,48.0
2021-05-04,33,48.0
2021-05-05,34,48.0
2021-05-06,31,48.0
2021-05-07,27,48.0
2021-05-08,31,48.0
2021-05-09,32,48.0
2021-05-10,34,48.0
2021-05-11,31,48.0
2021-05-12,36,48.0
2021-05-13,78,48.0
2021-05-14,42,48.0
2021-05-15,32,48.0
2021-05-16,40,48.0
2021-05-17,57,48.0
2021-05-18,41,48.0
2021-05-19,100,48.0
2021-05-20,74,48.0
2021-05-21,58,48.0
2021-05-22,48,48.0
2021-05-23,59,48.0
2021-05-24,59,48.0
2021-05-25,43,48.0
