date,bitcoin_pytrend_unscaled,bitcoin_pytrend_monthly
2014-01-01,46,8.0
2014-01-02,52,8.0
2014-01-03,49,8.0
2014-01-04,40,8.0
2014-01-05,51,8.0
2014-01-06,64,8.0
2014-01-07,57,8.0
2014-01-08,52,8.0
2014-01-09,55,8.0
2014-01-10,67,8.0
2014-01-11,43,8.0
2014-01-12,50,8.0
2014-01-13,45,8.0
2014-01-14,46,8.0
2014-01-15,60,8.0
2014-01-16,82,8.0
2014-01-17,74,8.0
2014-01-18,54,8.0
2014-01-19,49,8.0
2014-01-20,47,8.0
2014-01-21,73,8.0
2014-01-22,70,8.0
2014-01-23,68,8.0
2014-01-24,60,8.0
2014-01-25,51,8.0
2014-01-26,52,8.0
2014-01-27,85,8.0
2014-01-28,100,8.0
2014-01-29,72,8.0
2014-01-30,62,8.0
2014-01-31,57,8.0
2014-02-01,22,9.0
2014-02-02,20,9.0
2014-02-03,19,9.0
2014-02-04,19,9.0
2014-02-05,22,9.0
2014-02-06,26,9.0
2014-02-07,42,9.0
2014-02-08,26,9.0
2014-02-09,28,9.0
2014-02-10,42,9.0
2014-02-11,39,9.0
2014-02-12,24,9.0
2014-02-13,25,9.0
2014-02-14,36,9.0
2014-02-15,25,9.0
2014-02-16,21,9.0
2014-02-17,24,9.0
2014-02-18,29,9.0
2014-02-19,28,9.0
2014-02-20,33,9.0
2014-02-21,25,9.0
2014-02-22,27,9.0
2014-02-23,23,9.0
2014-02-24,25,9.0
2014-02-25,100,9.0
2014-02-26,65,9.0
2014-02-27,40,9.0
2014-02-28,64,9.0
2014-03-01,59,7.0
2014-03-02,43,7.0
2014-03-03,42,7.0
2014-03-04,44,7.0
2014-03-05,59,7.0
2014-03-06,91,7.0
2014-03-07,100,7.0
2014-03-08,47,7.0
2014-03-09,36,7.0
2014-03-10,37,7.0
2014-03-11,36,7.0
2014-03-12,33,7.0
2014-03-13,28,7.0
2014-03-14,27,7.0
2014-03-15,22,7.0
2014-03-16,22,7.0
2014-03-17,23,7.0
2014-03-18,23,7.0
2014-03-19,27,7.0
2014-03-20,24,7.0
2014-03-21,34,7.0
2014-03-22,23,7.0
2014-03-23,27,7.0
2014-03-24,26,7.0
2014-03-25,34,7.0
2014-03-26,36,7.0
2014-03-27,29,7.0
2014-03-28,28,7.0
2014-03-29,20,7.0
2014-03-30,24,7.0
2014-03-31,28,7.0
2014-04-01,74,4.0
2014-04-02,88,4.0
2014-04-03,71,4.0
2014-04-04,73,4.0
2014-04-05,61,4.0
2014-04-06,66,4.0
2014-04-07,72,4.0
2014-04-08,75,4.0
2014-04-09,77,4.0
2014-04-10,89,4.0
2014-04-11,100,4.0
2014-04-12,48,4.0
2014-04-13,59,4.0
2014-04-14,56,4.0
2014-04-15,72,4.0
2014-04-16,75,4.0
2014-04-17,71,4.0
2014-04-18,72,4.0
2014-04-19,66,4.0
2014-04-20,45,4.0
2014-04-21,51,4.0
2014-04-22,57,4.0
2014-04-23,64,4.0
2014-04-24,73,4.0
2014-04-25,64,4.0
2014-04-26,51,4.0
2014-04-27,57,4.0
2014-04-28,52,4.0
2014-04-29,56,4.0
2014-04-30,65,4.0
2014-05-01,88,3.0
2014-05-02,80,3.0
2014-05-03,83,3.0
2014-05-04,64,3.0
2014-05-05,82,3.0
2014-05-06,94,3.0
2014-05-07,82,3.0
2014-05-08,76,3.0
2014-05-09,88,3.0
2014-05-10,61,3.0
2014-05-11,71,3.0
2014-05-12,76,3.0
2014-05-13,84,3.0
2014-05-14,72,3.0
2014-05-15,82,3.0
2014-05-16,79,3.0
2014-05-17,93,3.0
2014-05-18,64,3.0
2014-05-19,61,3.0
2014-05-20,95,3.0
2014-05-21,100,3.0
2014-05-22,82,3.0
2014-05-23,92,3.0
2014-05-24,74,3.0
2014-05-25,75,3.0
2014-05-26,64,3.0
2014-05-27,88,3.0
2014-05-28,83,3.0
2014-05-29,96,3.0
2014-05-30,96,3.0
2014-05-31,97,3.0
2014-06-01,65,3.0
2014-06-02,67,3.0
2014-06-03,100,3.0
2014-06-04,81,3.0
2014-06-05,90,3.0
2014-06-06,66,3.0
2014-06-07,62,3.0
2014-06-08,52,3.0
2014-06-09,55,3.0
2014-06-10,72,3.0
2014-06-11,83,3.0
2014-06-12,76,3.0
2014-06-13,97,3.0
2014-06-14,76,3.0
2014-06-15,82,3.0
2014-06-16,80,3.0
2014-06-17,73,3.0
2014-06-18,85,3.0
2014-06-19,80,3.0
2014-06-20,69,3.0
2014-06-21,48,3.0
2014-06-22,62,3.0
2014-06-23,66,3.0
2014-06-24,54,3.0
2014-06-25,39,3.0
2014-06-26,54,3.0
2014-06-27,83,3.0
2014-06-28,64,3.0
2014-06-29,64,3.0
2014-06-30,63,3.0
2014-07-01,86,3.0
2014-07-02,78,3.0
2014-07-03,80,3.0
2014-07-04,82,3.0
2014-07-05,60,3.0
2014-07-06,57,3.0
2014-07-07,75,3.0
2014-07-08,63,3.0
2014-07-09,79,3.0
2014-07-10,73,3.0
2014-07-11,62,3.0
2014-07-12,59,3.0
2014-07-13,53,3.0
2014-07-14,74,3.0
2014-07-15,82,3.0
2014-07-16,88,3.0
2014-07-17,66,3.0
2014-07-18,85,3.0
2014-07-19,70,3.0
2014-07-20,66,3.0
2014-07-21,75,3.0
2014-07-22,82,3.0
2014-07-23,58,3.0
2014-07-24,61,3.0
2014-07-25,47,3.0
2014-07-26,70,3.0
2014-07-27,57,3.0
2014-07-28,77,3.0
2014-07-29,60,3.0
2014-07-30,100,3.0
2014-07-31,68,3.0
2014-08-01,61,3.0
2014-08-02,64,3.0
2014-08-03,67,3.0
2014-08-04,57,3.0
2014-08-05,83,3.0
2014-08-06,61,3.0
2014-08-07,58,3.0
2014-08-08,61,3.0
2014-08-09,47,3.0
2014-08-10,57,3.0
2014-08-11,75,3.0
2014-08-12,74,3.0
2014-08-13,82,3.0
2014-08-14,84,3.0
2014-08-15,66,3.0
2014-08-16,71,3.0
2014-08-17,100,3.0
2014-08-18,67,3.0
2014-08-19,91,3.0
2014-08-20,74,3.0
2014-08-21,76,3.0
2014-08-22,69,3.0
2014-08-23,70,3.0
2014-08-24,63,3.0
2014-08-25,66,3.0
2014-08-26,69,3.0
2014-08-27,58,3.0
2014-08-28,60,3.0
2014-08-29,68,3.0
2014-08-30,55,3.0
2014-08-31,75,3.0
2014-09-01,99,3.0
2014-09-02,69,3.0
2014-09-03,70,3.0
2014-09-04,74,3.0
2014-09-05,92,3.0
2014-09-06,76,3.0
2014-09-07,72,3.0
2014-09-08,82,3.0
2014-09-09,75,3.0
2014-09-10,85,3.0
2014-09-11,81,3.0
2014-09-12,81,3.0
2014-09-13,59,3.0
2014-09-14,77,3.0
2014-09-15,78,3.0
2014-09-16,68,3.0
2014-09-17,72,3.0
2014-09-18,89,3.0
2014-09-19,93,3.0
2014-09-20,75,3.0
2014-09-21,49,3.0
2014-09-22,82,3.0
2014-09-23,91,3.0
2014-09-24,100,3.0
2014-09-25,81,3.0
2014-09-26,89,3.0
2014-09-27,70,3.0
2014-09-28,75,3.0
2014-09-29,81,3.0
2014-09-30,92,3.0
2014-10-01,56,3.0
2014-10-02,68,3.0
2014-10-03,46,3.0
2014-10-04,59,3.0
2014-10-05,91,3.0
2014-10-06,100,3.0
2014-10-07,93,3.0
2014-10-08,60,3.0
2014-10-09,82,3.0
2014-10-10,64,3.0
2014-10-11,55,3.0
2014-10-12,63,3.0
2014-10-13,48,3.0
2014-10-14,80,3.0
2014-10-15,80,3.0
2014-10-16,63,3.0
2014-10-17,72,3.0
2014-10-18,45,3.0
2014-10-19,53,3.0
2014-10-20,50,3.0
2014-10-21,62,3.0
2014-10-22,47,3.0
2014-10-23,70,3.0
2014-10-24,50,3.0
2014-10-25,60,3.0
2014-10-26,58,3.0
2014-10-27,42,3.0
2014-10-28,60,3.0
2014-10-29,44,3.0
2014-10-30,49,3.0
2014-10-31,45,3.0
2014-11-01,77,3.0
2014-11-02,68,3.0
2014-11-03,79,3.0
2014-11-04,80,3.0
2014-11-05,72,3.0
2014-11-06,99,3.0
2014-11-07,85,3.0
2014-11-08,74,3.0
2014-11-09,100,3.0
2014-11-10,77,3.0
2014-11-11,85,3.0
2014-11-12,100,3.0
2014-11-13,93,3.0
2014-11-14,88,3.0
2014-11-15,80,3.0
2014-11-16,73,3.0
2014-11-17,72,3.0
2014-11-18,88,3.0
2014-11-19,79,3.0
2014-11-20,59,3.0
2014-11-21,66,3.0
2014-11-22,59,3.0
2014-11-23,58,3.0
2014-11-24,75,3.0
2014-11-25,61,3.0
2014-11-26,69,3.0
2014-11-27,70,3.0
2014-11-28,66,3.0
2014-11-29,70,3.0
2014-11-30,46,3.0
2014-12-01,19,3.0
2014-12-02,24,3.0
2014-12-03,19,3.0
2014-12-04,16,3.0
2014-12-05,18,3.0
2014-12-06,19,3.0
2014-12-07,32,3.0
2014-12-08,28,3.0
2014-12-09,24,3.0
2014-12-10,24,3.0
2014-12-11,30,3.0
2014-12-12,23,3.0
2014-12-13,18,3.0
2014-12-14,24,3.0
2014-12-15,28,3.0
2014-12-16,23,3.0
2014-12-17,27,3.0
2014-12-18,23,3.0
2014-12-19,23,3.0
2014-12-20,18,3.0
2014-12-21,16,3.0
2014-12-22,22,3.0
2014-12-23,25,3.0
2014-12-24,18,3.0
2014-12-25,25,3.0
2014-12-26,29,3.0
2014-12-27,100,3.0
2014-12-28,24,3.0
2014-12-29,24,3.0
2014-12-30,25,3.0
2014-12-31,20,3.0
2015-01-01,44,3.0
2015-01-02,36,3.0
2015-01-03,41,3.0
2015-01-04,63,3.0
2015-01-05,55,3.0
2015-01-06,82,3.0
2015-01-07,41,3.0
2015-01-08,44,3.0
2015-01-09,51,3.0
2015-01-10,58,3.0
2015-01-11,35,3.0
2015-01-12,31,3.0
2015-01-13,53,3.0
2015-01-14,100,3.0
2015-01-15,80,3.0
2015-01-16,61,3.0
2015-01-17,35,3.0
2015-01-18,45,3.0
2015-01-19,43,3.0
2015-01-20,47,3.0
2015-01-21,48,3.0
2015-01-22,46,3.0
2015-01-23,32,3.0
2015-01-24,42,3.0
2015-01-25,55,3.0
2015-01-26,70,3.0
2015-01-27,57,3.0
2015-01-28,61,3.0
2015-01-29,48,3.0
2015-01-30,43,3.0
2015-01-31,34,3.0
2015-02-01,28,2.0
2015-02-02,28,2.0
2015-02-03,43,2.0
2015-02-04,46,2.0
2015-02-05,49,2.0
2015-02-06,40,2.0
2015-02-07,56,2.0
2015-02-08,43,2.0
2015-02-09,42,2.0
2015-02-10,36,2.0
2015-02-11,44,2.0
2015-02-12,45,2.0
2015-02-13,46,2.0
2015-02-14,37,2.0
2015-02-15,45,2.0
2015-02-16,38,2.0
2015-02-17,39,2.0
2015-02-18,37,2.0
2015-02-19,42,2.0
2015-02-20,100,2.0
2015-02-21,41,2.0
2015-02-22,44,2.0
2015-02-23,47,2.0
2015-02-24,39,2.0
2015-02-25,37,2.0
2015-02-26,37,2.0
2015-02-27,40,2.0
2015-02-28,36,2.0
2015-03-01,72,3.0
2015-03-02,68,3.0
2015-03-03,75,3.0
2015-03-04,72,3.0
2015-03-05,80,3.0
2015-03-06,100,3.0
2015-03-07,71,3.0
2015-03-08,78,3.0
2015-03-09,61,3.0
2015-03-10,72,3.0
2015-03-11,85,3.0
2015-03-12,79,3.0
2015-03-13,64,3.0
2015-03-14,63,3.0
2015-03-15,67,3.0
2015-03-16,71,3.0
2015-03-17,57,3.0
2015-03-18,80,3.0
2015-03-19,64,3.0
2015-03-20,65,3.0
2015-03-21,54,3.0
2015-03-22,65,3.0
2015-03-23,87,3.0
2015-03-24,74,3.0
2015-03-25,71,3.0
2015-03-26,56,3.0
2015-03-27,55,3.0
2015-03-28,74,3.0
2015-03-29,58,3.0
2015-03-30,95,3.0
2015-03-31,71,3.0
2015-04-01,82,2.0
2015-04-02,93,2.0
2015-04-03,74,2.0
2015-04-04,77,2.0
2015-04-05,88,2.0
2015-04-06,76,2.0
2015-04-07,89,2.0
2015-04-08,87,2.0
2015-04-09,89,2.0
2015-04-10,71,2.0
2015-04-11,72,2.0
2015-04-12,72,2.0
2015-04-13,86,2.0
2015-04-14,84,2.0
2015-04-15,60,2.0
2015-04-16,98,2.0
2015-04-17,80,2.0
2015-04-18,54,2.0
2015-04-19,59,2.0
2015-04-20,75,2.0
2015-04-21,78,2.0
2015-04-22,82,2.0
2015-04-23,76,2.0
2015-04-24,75,2.0
2015-04-25,55,2.0
2015-04-26,100,2.0
2015-04-27,62,2.0
2015-04-28,77,2.0
2015-04-29,56,2.0
2015-04-30,82,2.0
2015-05-01,82,2.0
2015-05-02,63,2.0
2015-05-03,61,2.0
2015-05-04,65,2.0
2015-05-05,65,2.0
2015-05-06,70,2.0
2015-05-07,57,2.0
2015-05-08,73,2.0
2015-05-09,52,2.0
2015-05-10,59,2.0
2015-05-11,76,2.0
2015-05-12,57,2.0
2015-05-13,63,2.0
2015-05-14,100,2.0
2015-05-15,84,2.0
2015-05-16,56,2.0
2015-05-17,69,2.0
2015-05-18,48,2.0
2015-05-19,81,2.0
2015-05-20,62,2.0
2015-05-21,46,2.0
2015-05-22,71,2.0
2015-05-23,75,2.0
2015-05-24,74,2.0
2015-05-25,56,2.0
2015-05-26,62,2.0
2015-05-27,74,2.0
2015-05-28,57,2.0
2015-05-29,75,2.0
2015-05-30,87,2.0
2015-05-31,90,2.0
2015-06-01,30,2.0
2015-06-02,27,2.0
2015-06-03,37,2.0
2015-06-04,38,2.0
2015-06-05,28,2.0
2015-06-06,26,2.0
2015-06-07,30,2.0
2015-06-08,21,2.0
2015-06-09,25,2.0
2015-06-10,27,2.0
2015-06-11,25,2.0
2015-06-12,31,2.0
2015-06-13,30,2.0
2015-06-14,29,2.0
2015-06-15,26,2.0
2015-06-16,30,2.0
2015-06-17,31,2.0
2015-06-18,100,2.0
2015-06-19,52,2.0
2015-06-20,37,2.0
2015-06-21,28,2.0
2015-06-22,33,2.0
2015-06-23,36,2.0
2015-06-24,36,2.0
2015-06-25,48,2.0
2015-06-26,33,2.0
2015-06-27,25,2.0
2015-06-28,27,2.0
2015-06-29,51,2.0
2015-06-30,51,2.0
2015-07-01,70,2.0
2015-07-02,50,2.0
2015-07-03,54,2.0
2015-07-04,70,2.0
2015-07-05,82,2.0
2015-07-06,73,2.0
2015-07-07,74,2.0
2015-07-08,71,2.0
2015-07-09,76,2.0
2015-07-10,65,2.0
2015-07-11,71,2.0
2015-07-12,100,2.0
2015-07-13,65,2.0
2015-07-14,59,2.0
2015-07-15,67,2.0
2015-07-16,58,2.0
2015-07-17,54,2.0
2015-07-18,54,2.0
2015-07-19,63,2.0
2015-07-20,48,2.0
2015-07-21,54,2.0
2015-07-22,80,2.0
2015-07-23,41,2.0
2015-07-24,63,2.0
2015-07-25,44,2.0
2015-07-26,51,2.0
2015-07-27,56,2.0
2015-07-28,54,2.0
2015-07-29,61,2.0
2015-07-30,47,2.0
2015-07-31,48,2.0
2015-08-01,100,2.0
2015-08-02,72,2.0
2015-08-03,45,2.0
2015-08-04,55,2.0
2015-08-05,61,2.0
2015-08-06,49,2.0
2015-08-07,48,2.0
2015-08-08,56,2.0
2015-08-09,33,2.0
2015-08-10,37,2.0
2015-08-11,60,2.0
2015-08-12,64,2.0
2015-08-13,32,2.0
2015-08-14,44,2.0
2015-08-15,47,2.0
2015-08-16,71,2.0
2015-08-17,55,2.0
2015-08-18,68,2.0
2015-08-19,58,2.0
2015-08-20,58,2.0
2015-08-21,70,2.0
2015-08-22,54,2.0
2015-08-23,58,2.0
2015-08-24,65,2.0
2015-08-25,87,2.0
2015-08-26,56,2.0
2015-08-27,58,2.0
2015-08-28,75,2.0
2015-08-29,66,2.0
2015-08-30,48,2.0
2015-08-31,47,2.0
2015-09-01,77,2.0
2015-09-02,90,2.0
2015-09-03,63,2.0
2015-09-04,91,2.0
2015-09-05,78,2.0
2015-09-06,57,2.0
2015-09-07,82,2.0
2015-09-08,78,2.0
2015-09-09,84,2.0
2015-09-10,81,2.0
2015-09-11,54,2.0
2015-09-12,66,2.0
2015-09-13,80,2.0
2015-09-14,88,2.0
2015-09-15,58,2.0
2015-09-16,80,2.0
2015-09-17,79,2.0
2015-09-18,89,2.0
2015-09-19,100,2.0
2015-09-20,65,2.0
2015-09-21,98,2.0
2015-09-22,91,2.0
2015-09-23,96,2.0
2015-09-24,63,2.0
2015-09-25,84,2.0
2015-09-26,83,2.0
2015-09-27,84,2.0
2015-09-28,74,2.0
2015-09-29,83,2.0
2015-09-30,67,2.0
2015-10-01,51,2.0
2015-10-02,68,2.0
2015-10-03,43,2.0
2015-10-04,54,2.0
2015-10-05,51,2.0
2015-10-06,80,2.0
2015-10-07,72,2.0
2015-10-08,72,2.0
2015-10-09,74,2.0
2015-10-10,82,2.0
2015-10-11,76,2.0
2015-10-12,66,2.0
2015-10-13,53,2.0
2015-10-14,50,2.0
2015-10-15,58,2.0
2015-10-16,79,2.0
2015-10-17,76,2.0
2015-10-18,60,2.0
2015-10-19,71,2.0
2015-10-20,58,2.0
2015-10-21,54,2.0
2015-10-22,68,2.0
2015-10-23,69,2.0
2015-10-24,77,2.0
2015-10-25,85,2.0
2015-10-26,71,2.0
2015-10-27,97,2.0
2015-10-28,67,2.0
2015-10-29,84,2.0
2015-10-30,100,2.0
2015-10-31,68,2.0
2015-11-01,28,3.0
2015-11-02,40,3.0
2015-11-03,62,3.0
2015-11-04,100,3.0
2015-11-05,79,3.0
2015-11-06,61,3.0
2015-11-07,48,3.0
2015-11-08,35,3.0
2015-11-09,39,3.0
2015-11-10,38,3.0
2015-11-11,36,3.0
2015-11-12,29,3.0
2015-11-13,32,3.0
2015-11-14,25,3.0
2015-11-15,35,3.0
2015-11-16,25,3.0
2015-11-17,28,3.0
2015-11-18,36,3.0
2015-11-19,26,3.0
2015-11-20,30,3.0
2015-11-21,30,3.0
2015-11-22,26,3.0
2015-11-23,28,3.0
2015-11-24,33,3.0
2015-11-25,16,3.0
2015-11-26,34,3.0
2015-11-27,24,3.0
2015-11-28,28,3.0
2015-11-29,27,3.0
2015-11-30,24,3.0
2015-12-01,34,3.0
2015-12-02,41,3.0
2015-12-03,41,3.0
2015-12-04,30,3.0
2015-12-05,38,3.0
2015-12-06,51,3.0
2015-12-07,40,3.0
2015-12-08,54,3.0
2015-12-09,100,3.0
2015-12-10,70,3.0
2015-12-11,60,3.0
2015-12-12,52,3.0
2015-12-13,52,3.0
2015-12-14,52,3.0
2015-12-15,48,3.0
2015-12-16,50,3.0
2015-12-17,43,3.0
2015-12-18,53,3.0
2015-12-19,38,3.0
2015-12-20,43,3.0
2015-12-21,39,3.0
2015-12-22,36,3.0
2015-12-23,47,3.0
2015-12-24,55,3.0
2015-12-25,43,3.0
2015-12-26,33,3.0
2015-12-27,47,3.0
2015-12-28,41,3.0
2015-12-29,41,3.0
2015-12-30,42,3.0
2015-12-31,23,3.0
2016-01-01,49,2.0
2016-01-02,42,2.0
2016-01-03,52,2.0
2016-01-04,52,2.0
2016-01-05,45,2.0
2016-01-06,57,2.0
2016-01-07,80,2.0
2016-01-08,65,2.0
2016-01-09,63,2.0
2016-01-10,49,2.0
2016-01-11,45,2.0
2016-01-12,59,2.0
2016-01-13,69,2.0
2016-01-14,47,2.0
2016-01-15,100,2.0
2016-01-16,99,2.0
2016-01-17,79,2.0
2016-01-18,70,2.0
2016-01-19,62,2.0
2016-01-20,71,2.0
2016-01-21,61,2.0
2016-01-22,51,2.0
2016-01-23,57,2.0
2016-01-24,43,2.0
2016-01-25,55,2.0
2016-01-26,42,2.0
2016-01-27,67,2.0
2016-01-28,55,2.0
2016-01-29,55,2.0
2016-01-30,44,2.0
2016-01-31,46,2.0
2016-02-01,47,2.0
2016-02-02,44,2.0
2016-02-03,62,2.0
2016-02-04,47,2.0
2016-02-05,50,2.0
2016-02-06,46,2.0
2016-02-07,50,2.0
2016-02-08,52,2.0
2016-02-09,49,2.0
2016-02-10,52,2.0
2016-02-11,55,2.0
2016-02-12,56,2.0
2016-02-13,49,2.0
2016-02-14,62,2.0
2016-02-15,66,2.0
2016-02-16,52,2.0
2016-02-17,70,2.0
2016-02-18,100,2.0
2016-02-19,76,2.0
2016-02-20,75,2.0
2016-02-21,52,2.0
2016-02-22,52,2.0
2016-02-23,46,2.0
2016-02-24,50,2.0
2016-02-25,61,2.0
2016-02-26,63,2.0
2016-02-27,58,2.0
2016-02-28,58,2.0
2016-02-29,53,2.0
2016-03-01,75,2.0
2016-03-02,100,2.0
2016-03-03,98,2.0
2016-03-04,75,2.0
2016-03-05,83,2.0
2016-03-06,74,2.0
2016-03-07,83,2.0
2016-03-08,72,2.0
2016-03-09,74,2.0
2016-03-10,66,2.0
2016-03-11,70,2.0
2016-03-12,62,2.0
2016-03-13,64,2.0
2016-03-14,65,2.0
2016-03-15,64,2.0
2016-03-16,70,2.0
2016-03-17,70,2.0
2016-03-18,57,2.0
2016-03-19,65,2.0
2016-03-20,67,2.0
2016-03-21,74,2.0
2016-03-22,66,2.0
2016-03-23,65,2.0
2016-03-24,80,2.0
2016-03-25,58,2.0
2016-03-26,47,2.0
2016-03-27,52,2.0
2016-03-28,79,2.0
2016-03-29,78,2.0
2016-03-30,77,2.0
2016-03-31,59,2.0
2016-04-01,78,2.0
2016-04-02,77,2.0
2016-04-03,70,2.0
2016-04-04,72,2.0
2016-04-05,90,2.0
2016-04-06,67,2.0
2016-04-07,50,2.0
2016-04-08,76,2.0
2016-04-09,71,2.0
2016-04-10,89,2.0
2016-04-11,95,2.0
2016-04-12,78,2.0
2016-04-13,55,2.0
2016-04-14,72,2.0
2016-04-15,55,2.0
2016-04-16,67,2.0
2016-04-17,58,2.0
2016-04-18,59,2.0
2016-04-19,65,2.0
2016-04-20,79,2.0
2016-04-21,92,2.0
2016-04-22,79,2.0
2016-04-23,70,2.0
2016-04-24,100,2.0
2016-04-25,87,2.0
2016-04-26,95,2.0
2016-04-27,92,2.0
2016-04-28,99,2.0
2016-04-29,64,2.0
2016-04-30,92,2.0
2016-05-01,33,2.0
2016-05-02,100,2.0
2016-05-03,56,2.0
2016-05-04,42,2.0
2016-05-05,47,2.0
2016-05-06,39,2.0
2016-05-07,42,2.0
2016-05-08,44,2.0
2016-05-09,41,2.0
2016-05-10,42,2.0
2016-05-11,29,2.0
2016-05-12,39,2.0
2016-05-13,38,2.0
2016-05-14,29,2.0
2016-05-15,32,2.0
2016-05-16,27,2.0
2016-05-17,30,2.0
2016-05-18,34,2.0
2016-05-19,41,2.0
2016-05-20,35,2.0
2016-05-21,26,2.0
2016-05-22,26,2.0
2016-05-23,32,2.0
2016-05-24,29,2.0
2016-05-25,30,2.0
2016-05-26,37,2.0
2016-05-27,36,2.0
2016-05-28,54,2.0
2016-05-29,56,2.0
2016-05-30,50,2.0
2016-05-31,45,2.0
2016-06-01,42,4.0
2016-06-02,33,4.0
2016-06-03,43,4.0
2016-06-04,51,4.0
2016-06-05,46,4.0
2016-06-06,46,4.0
2016-06-07,47,4.0
2016-06-08,33,4.0
2016-06-09,34,4.0
2016-06-10,45,4.0
2016-06-11,46,4.0
2016-06-12,73,4.0
2016-06-13,100,4.0
2016-06-14,66,4.0
2016-06-15,56,4.0
2016-06-16,90,4.0
2016-06-17,81,4.0
2016-06-18,70,4.0
2016-06-19,61,4.0
2016-06-20,56,4.0
2016-06-21,65,4.0
2016-06-22,58,4.0
2016-06-23,70,4.0
2016-06-24,98,4.0
2016-06-25,66,4.0
2016-06-26,52,4.0
2016-06-27,49,4.0
2016-06-28,51,4.0
2016-06-29,46,4.0
2016-06-30,52,4.0
2016-07-01,80,3.0
2016-07-02,69,3.0
2016-07-03,77,3.0
2016-07-04,75,3.0
2016-07-05,74,3.0
2016-07-06,74,3.0
2016-07-07,72,3.0
2016-07-08,74,3.0
2016-07-09,100,3.0
2016-07-10,96,3.0
2016-07-11,71,3.0
2016-07-12,70,3.0
2016-07-13,76,3.0
2016-07-14,51,3.0
2016-07-15,60,3.0
2016-07-16,59,3.0
2016-07-17,64,3.0
2016-07-18,61,3.0
2016-07-19,68,3.0
2016-07-20,52,3.0
2016-07-21,50,3.0
2016-07-22,62,3.0
2016-07-23,47,3.0
2016-07-24,45,3.0
2016-07-25,52,3.0
2016-07-26,71,3.0
2016-07-27,54,3.0
2016-07-28,48,3.0
2016-07-29,56,3.0
2016-07-30,49,3.0
2016-07-31,58,3.0
2016-08-01,42,2.0
2016-08-02,55,2.0
2016-08-03,100,2.0
2016-08-04,66,2.0
2016-08-05,49,2.0
2016-08-06,37,2.0
2016-08-07,51,2.0
2016-08-08,37,2.0
2016-08-09,36,2.0
2016-08-10,31,2.0
2016-08-11,29,2.0
2016-08-12,26,2.0
2016-08-13,32,2.0
2016-08-14,31,2.0
2016-08-15,37,2.0
2016-08-16,42,2.0
2016-08-17,34,2.0
2016-08-18,35,2.0
2016-08-19,30,2.0
2016-08-20,46,2.0
2016-08-21,32,2.0
2016-08-22,36,2.0
2016-08-23,32,2.0
2016-08-24,26,2.0
2016-08-25,30,2.0
2016-08-26,34,2.0
2016-08-27,45,2.0
2016-08-28,30,2.0
2016-08-29,29,2.0
2016-08-30,34,2.0
2016-08-31,39,2.0
2016-09-01,85,2.0
2016-09-02,67,2.0
2016-09-03,53,2.0
2016-09-04,60,2.0
2016-09-05,99,2.0
2016-09-06,71,2.0
2016-09-07,83,2.0
2016-09-08,100,2.0
2016-09-09,71,2.0
2016-09-10,86,2.0
2016-09-11,72,2.0
2016-09-12,86,2.0
2016-09-13,74,2.0
2016-09-14,73,2.0
2016-09-15,100,2.0
2016-09-16,54,2.0
2016-09-17,81,2.0
2016-09-18,77,2.0
2016-09-19,71,2.0
2016-09-20,79,2.0
2016-09-21,75,2.0
2016-09-22,69,2.0
2016-09-23,66,2.0
2016-09-24,81,2.0
2016-09-25,60,2.0
2016-09-26,66,2.0
2016-09-27,63,2.0
2016-09-28,81,2.0
2016-09-29,90,2.0
2016-09-30,71,2.0
2016-10-01,78,2.0
2016-10-02,70,2.0
2016-10-03,75,2.0
2016-10-04,82,2.0
2016-10-05,89,2.0
2016-10-06,72,2.0
2016-10-07,65,2.0
2016-10-08,69,2.0
2016-10-09,71,2.0
2016-10-10,68,2.0
2016-10-11,87,2.0
2016-10-12,99,2.0
2016-10-13,84,2.0
2016-10-14,53,2.0
2016-10-15,65,2.0
2016-10-16,81,2.0
2016-10-17,78,2.0
2016-10-18,100,2.0
2016-10-19,83,2.0
2016-10-20,62,2.0
2016-10-21,70,2.0
2016-10-22,98,2.0
2016-10-23,83,2.0
2016-10-24,78,2.0
2016-10-25,72,2.0
2016-10-26,97,2.0
2016-10-27,85,2.0
2016-10-28,89,2.0
2016-10-29,94,2.0
2016-10-30,78,2.0
2016-10-31,96,2.0
2016-11-01,74,3.0
2016-11-02,73,3.0
2016-11-03,70,3.0
2016-11-04,63,3.0
2016-11-05,47,3.0
2016-11-06,66,3.0
2016-11-07,60,3.0
2016-11-08,71,3.0
2016-11-09,100,3.0
2016-11-10,60,3.0
2016-11-11,58,3.0
2016-11-12,65,3.0
2016-11-13,46,3.0
2016-11-14,53,3.0
2016-11-15,58,3.0
2016-11-16,69,3.0
2016-11-17,86,3.0
2016-11-18,72,3.0
2016-11-19,58,3.0
2016-11-20,57,3.0
2016-11-21,60,3.0
2016-11-22,67,3.0
2016-11-23,65,3.0
2016-11-24,57,3.0
2016-11-25,50,3.0
2016-11-26,48,3.0
2016-11-27,57,3.0
2016-11-28,67,3.0
2016-11-29,66,3.0
2016-11-30,77,3.0
2016-12-01,57,3.0
2016-12-02,51,3.0
2016-12-03,48,3.0
2016-12-04,46,3.0
2016-12-05,39,3.0
2016-12-06,55,3.0
2016-12-07,53,3.0
2016-12-08,51,3.0
2016-12-09,45,3.0
